DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 1:15:18;0;0;0;0;23105;11992;15101;11423;9951;935;584;
27.04.2018 1:15:19;0;0;0;0;39374;14157;29513;10262;6093;977;574;
27.04.2018 1:15:21;0;0;0;0;14658;4833;7068;5448;4079;618;591;
27.04.2018 1:15:31;0;0;0;0;291132;61356;90062;41307;34281;8994;8278;
27.04.2018 1:15:32;0;0;0;0;158867;77282;36664;41282;18800;4527;2940;
27.04.2018 1:15:33;0;0;0;0;230909;5104;6604;21428;10104;3343;4711;
27.04.2018 1:15:34;51;53;0;0;148018;124330;16974;28455;54130;9456;3049;
27.04.2018 1:15:51;47;63;0;0;11947;3385;1809;1489;850;367;204;
27.04.2018 1:15:52;54;69;0;0;326559;97199;36071;90461;71163;16792;29928;
27.04.2018 1:19:14;0;0;0;0;402071;24927;17536;8078;8836;2532;1385;
27.04.2018 1:19:15;0;0;0;0;31717;23727;6610;7788;12032;4962;1299;
27.04.2018 1:19:16;0;0;0;0;434140;101778;128270;60569;20225;6259;2306;
27.04.2018 1:19:18;48;81;0;0;205809;44262;117657;75856;7414;3009;1352;
