DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 10:04:14;21;78;0;0;69435;27430;10592;5905;5781;2096;1993;
27.04.2018 10:04:15;17;74;0;0;32366;4395;7820;4865;1785;694;339;
27.04.2018 10:04:17;14;78;0;0;14748;15738;9382;4727;1926;1310;344;
27.04.2018 10:04:18;13;61;0;0;108997;47042;28529;8707;10829;3185;2122;
27.04.2018 10:04:19;8;63;0;0;81327;28914;23353;11096;4686;5197;3311;
27.04.2018 10:04:20;16;69;0;0;17144;10227;8951;12457;2822;4642;1073;
27.04.2018 10:04:21;10;50;0;0;98578;18351;3584;16509;3533;4570;2930;
27.04.2018 10:04:22;8;48;0;0;74170;14731;31311;5422;6200;3890;1600;
27.04.2018 10:04:23;11;26;0;0;130673;8640;2323;5851;6325;2555;1188;
27.04.2018 10:04:24;10;21;0;0;44894;14007;12548;8011;3236;2789;1279;
27.04.2018 10:04:25;38;17;0;0;8947;3551;6549;3594;11417;3681;1208;
27.04.2018 10:04:26;38;40;0;0;76068;36073;12308;15515;5877;8642;2265;
27.04.2018 10:05:22;60;56;0;0;389842;341059;368618;349053;271477;94396;57691;
27.04.2018 10:05:24;37;40;0;0;528546;17596;33547;14194;6218;4647;1032;
27.04.2018 10:05:25;37;50;0;0;43721;11173;16885;6204;2514;871;828;
27.04.2018 10:05:26;34;60;0;0;17902;10932;16709;8797;5550;547;322;
27.04.2018 10:05:28;38;51;0;0;103915;16773;6114;35829;24208;5099;2090;
27.04.2018 10:05:29;53;56;0;0;25943;1556;3077;1947;1451;1024;409;
27.04.2018 10:05:30;47;51;0;0;274504;44239;39411;8536;6811;2439;759;
27.04.2018 10:05:31;34;48;0;0;154890;39977;59244;18548;7434;4724;2207;
27.04.2018 10:05:32;10;53;0;0;219603;32413;24660;9940;4711;3564;2463;
27.04.2018 10:05:33;17;63;0;0;132968;52522;39585;7613;25941;4904;5282;
27.04.2018 10:05:34;44;74;0;0;222214;55420;494413;160783;184595;15794;5069;
27.04.2018 10:05:35;54;80;0;0;98510;107443;75338;46971;26175;3097;2218;
27.04.2018 10:05:36;51;70;0;0;216357;11144;10664;3904;2929;789;780;
27.04.2018 10:05:37;53;75;0;0;42723;12720;43901;13668;12347;2915;4044;
27.04.2018 10:05:38;43;78;0;0;8911;19065;787;2636;2770;572;197;
27.04.2018 10:06:01;43;64;0;0;45563;10326;6303;18386;6303;2851;2221;
27.04.2018 10:06:02;50;74;0;0;165393;10943;28349;8523;4641;1788;3107;
27.04.2018 10:06:04;30;30;0;0;77682;1003;1688;3085;3295;634;220;
27.04.2018 10:06:05;40;50;0;0;58215;9333;16077;7911;3977;4799;3001;
27.04.2018 10:06:06;24;35;0;0;192043;16426;7118;7594;3670;1895;797;
27.04.2018 10:06:07;35;40;0;0;31181;17481;24333;2377;5609;3014;1352;
27.04.2018 10:06:08;43;61;0;0;71858;19205;23061;18683;11525;6526;3071;
27.04.2018 10:06:09;47;61;0;0;90410;33881;10218;25482;8915;3091;2501;
27.04.2018 10:06:10;63;66;0;0;50893;8406;9189;9981;4004;1354;2056;
27.04.2018 10:06:11;53;57;0;0;65528;8348;3447;2631;2993;740;770;
27.04.2018 10:06:12;57;64;0;0;27486;10322;15560;4920;6101;3332;1044;
27.04.2018 10:06:13;56;61;0;0;15777;9025;3591;2648;3508;2434;1327;
27.04.2018 10:06:14;69;64;0;0;13397;3865;10453;11818;7509;4331;1095;
27.04.2018 10:06:15;77;75;0;0;41676;12716;15710;7751;5048;6494;1803;
27.04.2018 10:06:17;70;67;0;0;67040;15663;10037;6845;5194;1072;545;
27.04.2018 10:06:18;64;63;0;0;40105;6875;7561;4353;3279;927;1068;
27.04.2018 10:06:19;60;66;0;0;49801;31379;15757;15388;16374;5203;4240;
27.04.2018 10:06:20;74;57;0;0;38001;13032;735;11249;14982;6987;11251;
27.04.2018 10:06:21;67;50;0;0;125710;783;16874;3581;4806;3769;2867;
27.04.2018 10:06:22;67;44;0;0;142074;24046;3668;8800;8494;4544;1912;
27.04.2018 10:06:23;66;48;0;0;14548;16528;6789;5062;6253;3862;2791;
27.04.2018 10:06:24;54;50;0;0;47847;10230;3285;8743;4561;2956;1400;
27.04.2018 10:06:25;60;48;0;0;37495;2359;3268;9941;2466;2414;1878;
27.04.2018 10:06:26;67;53;0;0;45334;12542;10353;15290;9782;2577;963;
27.04.2018 10:06:27;64;48;0;0;27021;11949;7345;11056;5446;5819;1529;
27.04.2018 10:06:28;63;51;0;0;48321;5895;15326;5937;4967;2671;1887;
27.04.2018 10:06:29;66;54;0;0;192826;21097;19817;25995;18048;1908;2528;
27.04.2018 10:06:30;51;50;0;0;187822;15781;15228;5680;5901;3361;1978;
27.04.2018 10:06:31;29;41;0;0;433353;70259;6341;11293;5142;4205;3022;
27.04.2018 10:06:32;24;37;0;0;55474;4448;8365;4377;2910;2990;1095;
27.04.2018 10:06:33;29;40;0;0;36362;7574;6508;10873;7042;2359;2470;
27.04.2018 10:06:35;23;35;0;0;384298;19814;14785;9434;4599;4202;1065;
27.04.2018 10:06:36;43;38;0;0;59160;4478;13365;5042;7916;2517;1643;
27.04.2018 10:06:37;47;29;0;0;143787;7339;4112;8259;8885;4257;2106;
27.04.2018 10:06:38;50;40;0;0;16876;4896;23329;8749;8307;5298;3214;
27.04.2018 10:06:39;64;63;0;0;31697;53737;9709;10705;5416;3337;1568;
27.04.2018 10:06:40;57;56;0;0;98295;2047;11973;6698;5913;4337;1378;
27.04.2018 10:06:41;48;67;0;0;39636;18984;6851;19531;4996;3117;1644;
27.04.2018 10:06:42;51;61;0;0;28999;15263;12882;7637;4608;5932;1770;
27.04.2018 10:06:43;61;75;0;0;27537;13950;15254;10129;7688;4230;1598;
27.04.2018 10:06:44;75;61;0;0;23944;2102;2405;4690;6198;2298;1397;
27.04.2018 10:06:45;81;75;0;0;13832;2148;35812;5132;7527;2679;915;
27.04.2018 10:06:46;83;74;0;0;22289;332;18785;4371;4716;2687;1429;
27.04.2018 10:06:47;78;74;0;0;29430;23908;3153;7737;4322;2253;2787;
27.04.2018 10:06:48;70;84;0;0;44134;13954;16563;7320;7298;2244;857;
27.04.2018 10:06:49;69;74;0;0;78807;12620;27374;13838;14457;4284;1269;
