DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 18:08:48;0;0;0;0;120808;59973;46476;23927;8189;6549;2699;
27.04.2018 18:08:49;0;0;0;0;76217;13315;11632;2653;7667;5617;2604;
27.04.2018 18:08:50;0;0;0;0;38086;8753;6494;36736;18407;3155;1377;
27.04.2018 18:08:51;35;51;0;0;73487;70615;30016;11810;9695;5282;3875;
27.04.2018 18:08:52;38;57;0;0;93166;37004;51591;20040;19884;7927;2448;
27.04.2018 18:08:54;26;51;0;0;198112;21063;20725;16839;6147;4362;1102;
27.04.2018 18:08:58;34;41;0;0;435935;59037;41083;179131;105870;29103;14470;
27.04.2018 18:08:59;48;24;0;0;312549;28213;75092;42369;98574;31124;7351;
27.04.2018 18:09:00;51;26;0;0;23112;21585;18092;27839;9223;4074;1768;
27.04.2018 18:09:01;67;37;0;0;240258;26411;151756;40430;53408;9388;3347;
