DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
26.04.2018 23:38:44;44;47;0;0;109400;1510;34851;26681;7616;5325;3002;
26.04.2018 23:38:45;43;67;0;0;50543;74987;6504;18838;6505;3943;1800;
26.04.2018 23:38:46;37;60;0;0;138034;25709;23024;10543;11265;5812;3773;
26.04.2018 23:38:47;44;63;0;0;115757;10553;10173;9005;11479;6228;3472;
26.04.2018 23:38:48;43;64;0;0;754161;153545;129381;117512;45633;9017;3214;
26.04.2018 23:38:50;50;57;0;0;58503;19445;20765;3134;7217;3755;5911;
26.04.2018 23:38:51;48;64;0;0;90733;39147;22980;6924;9142;6256;4443;
26.04.2018 23:38:52;53;67;0;0;1031581;166097;233686;677176;160557;199540;16812;
26.04.2018 23:38:55;61;78;0;0;84825;38224;46756;11776;14097;4557;11355;
26.04.2018 23:38:58;48;77;0;0;40943;15421;5176;1890;1705;3594;663;
26.04.2018 23:39:01;41;75;0;0;102617;47453;12943;11149;6102;4492;3921;
26.04.2018 23:39:02;40;81;0;0;114056;38175;19051;8091;16280;14089;19813;
26.04.2018 23:39:02;48;66;0;0;115564;22756;7664;16979;23071;11035;9165;
26.04.2018 23:39:03;74;47;0;0;95966;5800;4035;19159;17047;6695;17016;
26.04.2018 23:39:04;81;38;0;0;598495;46209;86330;94099;45780;8450;3077;
26.04.2018 23:39:05;78;47;0;0;13779;6116;14563;4412;2670;1822;1055;
26.04.2018 23:39:06;66;54;0;0;183456;59841;44292;32611;22488;23205;22050;
26.04.2018 23:39:07;44;54;0;0;341303;9306;15596;15541;12782;9596;1288;
26.04.2018 23:39:08;66;61;0;0;14056;1499;6582;2619;7307;6842;1682;
26.04.2018 23:39:09;74;54;0;0;21879;15000;838;2358;5532;4648;2636;
26.04.2018 23:39:10;80;54;0;0;73327;26379;16210;7164;18300;9374;5223;
26.04.2018 23:39:11;90;63;0;0;123688;19509;6155;18895;11551;35299;7844;
26.04.2018 23:39:12;64;54;0;0;142810;17836;5255;13542;8458;12724;9531;
26.04.2018 23:39:13;75;51;0;0;34971;23218;11048;29047;21381;15468;6771;
26.04.2018 23:39:14;66;43;0;0;188703;22937;10795;7270;16889;13634;14466;
26.04.2018 23:39:15;87;51;0;0;30560;12796;11308;8118;20631;28284;8840;
26.04.2018 23:39:16;100;61;0;0;14240;11540;13286;11068;39054;24015;4715;
26.04.2018 23:39:17;100;61;0;0;13872;13968;1646;10089;16240;56192;8137;
26.04.2018 23:39:18;100;75;0;0;655990;265905;414080;187128;225211;88094;51311;
26.04.2018 23:39:20;88;69;0;0;55854;4996;10897;10067;7798;9509;6167;
26.04.2018 23:39:21;69;67;0;0;85235;10398;35132;21378;17383;6504;4143;
26.04.2018 23:39:26;51;70;0;0;121790;63273;18659;20512;18324;15073;5031;
26.04.2018 23:39:30;40;56;0;0;75311;7209;5217;10743;3950;3204;1412;
26.04.2018 23:39:31;37;67;0;0;76662;12980;59652;15435;11764;8698;11391;
26.04.2018 23:39:32;30;75;0;0;20800;7247;11621;3430;3101;3273;1521;
26.04.2018 23:39:33;29;70;0;0;88562;27935;19896;28392;10617;15093;7051;
26.04.2018 23:39:34;37;74;0;0;1601000;268868;114581;202708;198655;40731;35024;
26.04.2018 23:39:36;41;56;0;0;485343;74916;22242;67504;70517;32649;10739;
26.04.2018 23:39:37;48;43;0;0;44445;4892;4596;3659;8806;9419;1853;
26.04.2018 23:39:38;56;41;0;0;65445;18328;21987;34855;17844;26291;4138;
26.04.2018 23:39:39;74;47;0;0;53185;9196;25025;23510;48982;10909;8701;
26.04.2018 23:39:40;93;50;0;0;21632;8800;14327;31282;56153;34847;13538;
