DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 19:23:10;29;43;0;0;236901;21444;73964;43151;79293;108575;65165;
27.04.2018 19:23:11;34;60;0;0;303351;210744;74538;40801;59612;57191;33518;
27.04.2018 19:23:12;38;44;0;0;471751;81923;12148;51204;59615;49834;41808;
27.04.2018 19:23:13;34;38;0;0;373614;17662;10991;17902;37891;58445;37717;
27.04.2018 19:23:14;37;38;0;0;17152;9317;6838;23323;13153;12000;9673;
27.04.2018 19:23:15;29;35;0;0;72630;37160;6881;3290;6268;5204;5552;
27.04.2018 19:23:16;43;29;0;0;16988;749;3078;4872;12902;5345;8999;
27.04.2018 19:23:17;41;56;0;0;186381;128157;43506;16758;23141;71006;37159;
27.04.2018 19:23:18;40;64;0;0;49592;32850;32586;27544;36321;41601;62398;
27.04.2018 19:23:19;44;61;0;0;158273;34713;48880;33988;22924;51337;61970;
27.04.2018 19:23:20;27;67;0;0;103760;7427;11589;2727;8183;11689;6499;
27.04.2018 19:23:21;35;57;0;0;38536;3638;18105;9678;9911;5022;12317;
27.04.2018 19:23:22;30;54;0;0;41655;4501;18779;5916;13165;30436;12341;
27.04.2018 19:23:24;47;47;0;0;31660;3390;2770;4066;8516;19855;12584;
27.04.2018 19:23:25;47;47;0;0;31660;3390;2770;4066;8516;19855;12584;
27.04.2018 19:23:26;37;38;0;0;149532;40472;48674;33004;40029;59400;37881;
27.04.2018 19:23:27;37;38;0;0;149532;40472;48674;33004;40029;59400;37881;
27.04.2018 19:23:28;37;38;0;0;149532;40472;48674;33004;40029;59400;37881;
27.04.2018 19:23:29;50;50;0;0;212264;22196;28398;44494;21688;39400;26293;
27.04.2018 19:23:30;41;51;0;0;9191;5229;1139;1325;4189;5069;1259;
27.04.2018 19:23:31;47;54;0;0;216151;144135;42252;44681;84624;40438;61055;
27.04.2018 19:23:32;35;54;0;0;23217;1593;5054;1032;2730;3090;3069;
27.04.2018 19:23:33;51;56;0;0;86708;18811;13664;10543;64381;32572;75305;
27.04.2018 19:23:34;43;47;0;0;396402;37377;43568;13970;47880;155270;35054;
27.04.2018 19:23:35;35;17;0;0;706015;20883;7801;16735;50839;42209;46136;
27.04.2018 19:23:36;41;11;0;0;306488;40115;11582;17446;78152;27943;65360;
27.04.2018 19:23:37;34;8;0;0;12568;2501;657;3170;2770;4230;4462;
27.04.2018 19:23:38;40;4;0;0;38097;2765;3560;2876;10009;12771;13467;
27.04.2018 19:23:40;50;23;0;0;29508;8329;1548;8429;9399;4413;13920;
27.04.2018 19:23:41;48;21;0;0;309722;16091;30636;40873;61567;36846;72258;
27.04.2018 19:23:42;48;40;0;0;31308;15873;17359;3822;11963;13271;24158;
27.04.2018 19:23:43;43;50;0;0;356964;28606;112356;35100;56891;109917;27492;
27.04.2018 19:23:44;41;44;0;0;177973;26752;2765;5288;42349;18223;66818;
27.04.2018 19:23:45;35;56;0;0;114659;19800;30988;6744;14078;18878;13071;
27.04.2018 19:23:46;30;51;0;0;53919;8953;26732;5271;9299;16139;10750;
27.04.2018 19:23:47;30;57;0;0;60820;24111;24299;7329;12316;18280;15437;
27.04.2018 19:23:48;17;64;0;0;201883;41828;8841;4046;9426;12055;16840;
27.04.2018 19:23:49;27;67;0;0;134844;96064;44167;45493;93977;97546;56396;
27.04.2018 19:23:50;30;60;0;0;218441;65680;6802;18131;41733;67472;39550;
27.04.2018 19:23:51;34;57;0;0;24627;9109;10508;12906;6555;21718;12330;
27.04.2018 19:23:52;34;43;0;0;156456;5263;5518;7308;7016;21756;9196;
