DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
26.04.2018 23:40:47;0;0;0;0;180956;99131;38991;14287;19110;10795;3594;
26.04.2018 23:40:48;0;0;0;0;95878;43436;71663;27559;72607;9390;9163;
26.04.2018 23:40:50;0;0;0;0;29075;3763;14385;11736;19286;5448;1991;
26.04.2018 23:40:51;30;44;0;0;25608;6772;14956;16843;3076;4322;714;
26.04.2018 23:40:52;13;64;0;0;80019;41773;23524;3106;1885;840;588;
26.04.2018 23:40:53;27;60;0;0;11227;2966;8789;15405;9810;3743;1200;
26.04.2018 23:40:54;38;64;0;0;107044;53775;35187;35667;42284;15755;2472;
26.04.2018 23:40:55;48;57;0;0;100849;19842;34506;12596;17859;18775;8551;
26.04.2018 23:40:56;80;48;0;0;33161;33753;11011;10847;29903;9204;8912;
26.04.2018 23:40:57;75;75;0;0;105552;117502;75757;67285;70090;13733;9679;
26.04.2018 23:40:58;67;80;0;0;53176;38874;14729;37176;12816;7397;1433;
26.04.2018 23:40:59;63;90;0;0;48453;21663;13568;10576;6056;850;1520;
26.04.2018 23:41:00;38;61;0;0;151539;5865;7177;14259;4613;5245;830;
26.04.2018 23:41:01;30;50;0;0;21862;8482;5401;14300;4338;1042;1842;
26.04.2018 23:41:02;38;43;0;0;6179;1879;1048;2761;1819;981;283;
26.04.2018 23:41:06;50;41;0;0;24228;7978;7325;11370;8956;2443;1076;
26.04.2018 23:41:07;83;60;0;0;14228;6290;11088;22289;38398;8255;3391;
26.04.2018 23:41:08;83;61;0;0;52427;9388;17404;7995;9254;13321;3737;
26.04.2018 23:41:09;75;69;0;0;83951;41686;8180;23999;13884;10032;7195;
26.04.2018 23:41:10;61;84;0;0;49656;54823;43166;24960;9957;13180;4537;
26.04.2018 23:41:11;47;91;0;0;22084;2027;16785;18453;10439;10073;2456;
26.04.2018 23:41:12;43;93;0;0;48514;6194;29041;11699;6856;4769;2564;
26.04.2018 23:41:13;48;90;0;0;46058;13333;13341;11187;12662;3842;7826;
26.04.2018 23:41:14;64;77;0;0;32447;25426;4219;11931;24496;8312;3985;
26.04.2018 23:41:15;64;74;0;0;27577;3844;12797;15570;12479;5346;4269;
26.04.2018 23:41:16;63;78;0;0;131554;92840;52220;50575;18728;10025;3305;
26.04.2018 23:41:17;61;83;0;0;220591;128081;36829;62416;45432;5376;11488;
26.04.2018 23:41:18;53;67;0;0;351708;61378;7033;31183;57961;7652;10491;
26.04.2018 23:41:19;50;81;0;0;52978;100168;20295;73809;35096;9109;4033;
26.04.2018 23:41:20;48;75;0;0;97617;22697;40318;31587;9436;13059;3644;
26.04.2018 23:41:21;50;69;0;0;61028;15955;13124;7933;14047;18609;2257;
26.04.2018 23:41:22;47;91;0;0;56661;34401;17616;9027;9909;10603;2009;
26.04.2018 23:41:23;30;81;0;0;137955;60429;12085;25231;9330;5061;2690;
26.04.2018 23:41:24;38;94;0;0;95827;159352;49741;23349;39700;6018;2725;
26.04.2018 23:41:25;37;100;0;0;22243;12311;41494;16403;10354;3616;784;
26.04.2018 23:41:26;38;100;0;0;141798;37823;42827;21630;21298;3744;5197;
26.04.2018 23:41:27;41;100;0;0;33646;34451;58512;14415;9758;13446;6965;
26.04.2018 23:41:28;38;100;0;0;12630;25389;26940;12585;5671;10196;1715;
26.04.2018 23:41:29;40;100;0;0;87828;35950;39386;5916;24561;3996;2662;
26.04.2018 23:41:30;38;97;0;0;215764;12255;54600;7457;23954;13401;2504;
26.04.2018 23:41:31;43;74;0;0;102847;14202;17047;9704;16491;7243;2193;
26.04.2018 23:41:32;47;66;0;0;43767;43769;10345;6225;11286;1913;3918;
26.04.2018 23:41:33;44;57;0;0;120334;35999;17214;8065;19794;5904;8439;
26.04.2018 23:41:34;44;75;0;0;69360;33983;66933;25449;14172;8658;3540;
26.04.2018 23:41:35;44;77;0;0;112249;22174;20220;11387;22268;13068;6328;
26.04.2018 23:41:36;40;67;0;0;95444;27968;40238;37808;12877;11856;3029;
26.04.2018 23:41:37;34;61;0;0;304226;32451;36479;18513;21602;15507;15179;
26.04.2018 23:41:38;37;56;0;0;402139;241802;145948;61770;93090;24715;7163;
26.04.2018 23:41:39;35;66;0;0;21981;3200;13599;4187;3589;2810;711;
26.04.2018 23:41:40;44;70;0;0;7748;2173;8505;2617;4425;1034;504;
26.04.2018 23:41:41;51;69;0;0;77700;12401;4710;12853;11057;3160;2539;
26.04.2018 23:41:42;43;67;0;0;29332;8154;12344;4881;2592;2991;1110;
26.04.2018 23:41:43;53;57;0;0;33551;15774;8508;30581;14351;9315;6337;
26.04.2018 23:41:44;54;66;0;0;34858;11347;100599;19405;41472;9378;4541;
26.04.2018 23:41:45;60;94;0;0;21105;53801;16203;7668;21200;8861;2193;
26.04.2018 23:41:46;60;93;0;0;480252;186199;127666;77981;42113;10641;4372;
26.04.2018 23:41:47;41;75;0;0;15226;979;673;1133;601;416;52;
