DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
25.04.2018 17:56:02;10;34;0;0;65386;7717;5609;5444;6445;3571;1897;
25.04.2018 17:56:03;17;54;0;0;151804;49020;8830;10113;16199;13441;8956;
25.04.2018 17:56:04;13;48;0;0;78848;10041;2997;6941;5359;7545;1836;
25.04.2018 17:56:05;20;40;0;0;386946;202560;28370;53038;64039;29061;10881;
25.04.2018 17:56:06;24;51;0;0;72769;11616;31023;14198;13687;8743;3986;
25.04.2018 17:56:07;21;48;0;0;312827;68838;22256;17150;26702;19281;6119;
25.04.2018 17:56:08;27;54;0;0;256166;48279;25116;15415;32709;8991;5760;
25.04.2018 17:56:09;37;60;0;0;31339;26066;18382;14798;14610;2398;5580;
25.04.2018 17:56:10;20;61;0;0;347800;165258;27819;15152;18072;8761;4037;
25.04.2018 17:56:11;27;57;0;0;303740;9091;67547;36587;47405;24163;11598;
25.04.2018 17:56:12;24;67;0;0;229899;108142;31817;23803;30709;18529;13684;
25.04.2018 17:56:13;4;50;0;0;98663;7594;11751;7772;5367;5772;1826;
25.04.2018 17:56:14;4;40;0;0;341172;9960;74735;41291;8945;9198;2420;
25.04.2018 17:56:15;10;61;0;0;72421;54488;66736;7208;29363;6297;3323;
25.04.2018 17:56:16;27;47;0;0;35693;6598;2195;6506;11981;6081;2258;
25.04.2018 17:56:17;51;57;0;0;30065;13661;2974;1981;9268;4990;2699;
25.04.2018 17:56:18;53;60;0;0;351991;65866;24910;19511;12645;4257;4073;
25.04.2018 17:56:19;53;37;0;0;145670;5858;27163;16256;27392;7312;3007;
25.04.2018 17:56:20;40;56;0;0;52969;32608;17518;8248;8491;4284;1361;
25.04.2018 17:56:21;30;50;0;0;27804;6816;2522;5895;4363;2146;1833;
25.04.2018 17:56:22;47;63;0;0;58343;24890;38219;21563;10370;8423;2084;
25.04.2018 17:56:23;40;67;0;0;88221;16078;10760;4263;11822;3985;2983;
25.04.2018 17:56:24;50;64;0;0;20821;12199;10476;12343;7972;3945;2447;
25.04.2018 17:56:25;54;78;0;0;9320;8354;953;1681;3458;2757;2330;
25.04.2018 17:56:26;50;61;0;0;19125;3178;2426;4612;1482;1656;913;
25.04.2018 17:56:27;47;77;0;0;64562;77318;26043;40891;14245;3279;2930;
25.04.2018 17:56:28;38;70;0;0;43036;12990;13649;18493;6782;2315;2040;
25.04.2018 17:56:29;14;43;0;0;507862;44898;3651;24800;15466;10976;19365;
25.04.2018 17:56:30;17;51;0;0;81710;16641;25037;25958;10234;13367;9643;
25.04.2018 17:56:31;29;50;0;0;30711;16399;19544;2839;13899;6725;1934;
25.04.2018 17:56:32;35;47;0;0;176221;28397;35077;9598;35940;10860;2621;
25.04.2018 17:56:33;43;66;0;0;339199;95736;62206;35040;27267;19124;5757;
25.04.2018 17:56:34;48;44;0;0;561821;4558;24376;75737;67864;6116;7136;
25.04.2018 17:56:35;51;23;0;0;190424;19514;16607;35485;56539;15297;5670;
25.04.2018 17:56:36;47;29;0;0;489008;122421;133590;63413;68285;67627;21681;
25.04.2018 17:56:37;44;17;0;0;224108;20414;11876;9765;11335;2879;1057;
25.04.2018 17:56:38;27;30;0;0;1030376;45362;92077;45381;32836;10584;14772;
25.04.2018 17:56:39;21;43;0;0;82381;18595;17212;8338;18952;4647;2955;
25.04.2018 17:56:40;24;30;0;0;325000;4252;58335;14573;45176;14564;11702;
25.04.2018 17:56:41;27;38;0;0;42861;7503;2496;2990;2607;1455;602;
25.04.2018 17:56:42;27;30;0;0;88728;4101;2897;4813;2964;1377;885;
25.04.2018 17:56:43;30;35;0;0;56549;22086;19358;15975;20255;14645;5020;
25.04.2018 17:56:44;40;37;0;0;118556;16960;16344;34149;37981;16348;15971;
25.04.2018 17:56:45;44;20;0;0;469055;2974;25699;19923;43307;14154;7326;
25.04.2018 17:56:46;56;47;0;0;149264;113334;25126;26147;21515;18627;5687;
25.04.2018 17:56:47;37;27;0;0;619041;41405;23164;70415;29538;9518;3064;
25.04.2018 17:56:48;29;37;0;0;75409;34958;9648;14550;16868;6622;6421;
25.04.2018 17:56:49;24;47;0;0;305473;39242;3891;9180;20011;12928;5949;
25.04.2018 17:56:50;24;40;0;0;82048;24456;18108;20057;9480;12307;1571;
25.04.2018 17:56:51;47;61;0;0;19283;10453;10971;6347;8199;6272;3272;
25.04.2018 17:56:52;40;61;0;0;83095;12272;39253;26881;13814;6395;2689;
25.04.2018 17:56:53;40;88;0;0;28507;15277;40507;11577;4977;4936;2150;
25.04.2018 17:56:54;30;70;0;0;203843;17091;3424;20482;7693;7031;5804;
25.04.2018 17:56:55;16;51;0;0;176939;8996;18427;22974;14084;6533;1540;
25.04.2018 17:56:56;17;57;0;0;64765;23079;29544;6589;13771;10398;1599;
25.04.2018 17:56:57;35;47;0;0;17927;10158;3234;5103;6325;4589;4397;
25.04.2018 17:56:58;54;63;0;0;34969;5402;16057;13050;9735;3835;1276;
25.04.2018 17:56:59;51;74;0;0;90509;10814;19112;5784;6556;3350;1274;
25.04.2018 17:57:00;54;80;0;0;13043;27160;2842;10067;6833;4109;1659;
25.04.2018 17:57:01;35;64;0;0;295013;37716;5092;13441;13456;7269;6226;
25.04.2018 17:57:02;14;41;0;0;179768;6012;3598;10371;6162;2972;1505;
25.04.2018 17:57:03;38;53;0;0;19971;25156;9265;10389;17955;11402;4559;
25.04.2018 17:57:04;29;43;0;0;44996;15803;15473;19389;7071;17348;5938;
25.04.2018 17:57:05;24;47;0;0;390040;50315;23482;22491;13993;17869;3757;
25.04.2018 17:57:06;30;84;0;0;85323;90748;26886;8149;12036;10603;2371;
25.04.2018 17:57:07;23;91;0;0;2768;17107;5482;4448;3851;3338;1401;
25.04.2018 17:57:08;35;100;0;0;11238;22878;15947;1811;11415;2510;2766;
25.04.2018 17:57:09;48;100;0;0;37496;17311;15523;8639;5694;5241;2845;
25.04.2018 17:57:10;69;100;0;0;9978;4964;3790;4064;6477;2046;1001;
25.04.2018 17:57:11;57;83;0;0;85497;40268;6971;24122;8225;3895;2241;
