DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 15:28:24;0;0;0;0;247938;141788;35675;23576;50569;7263;768215;
27.04.2018 15:28:25;0;0;0;0;122309;94396;38126;13113;15928;4709;171938;
27.04.2018 15:28:39;0;0;0;0;29274;12018;20250;24978;10281;1645;172659;
27.04.2018 15:28:40;38;30;0;0;129528;30363;31458;391;14823;325;129394;
27.04.2018 15:28:42;53;23;0;0;633072;17201;368405;3379;173964;2949;1069119;
27.04.2018 15:28:43;77;47;0;0;80279;78066;217457;6931;154827;4150;898337;
27.04.2018 15:28:44;78;43;0;0;232135;97769;51244;4189;45902;6156;709500;
27.04.2018 15:28:45;96;41;0;0;158645;67361;33415;12359;69058;3965;687785;
27.04.2018 15:28:49;100;29;0;0;290333;67062;50267;2725;138904;2103;618810;
27.04.2018 15:28:50;94;3;0;0;217888;123382;18773;5742;88659;2202;550354;
27.04.2018 15:28:51;100;1;0;0;640387;276341;143563;17858;207095;8370;1798425;
27.04.2018 15:28:52;97;1;0;0;313803;64017;34166;7731;92314;1741;437785;
27.04.2018 15:28:53;93;11;0;0;765843;421539;154094;21244;374699;9579;2016908;
27.04.2018 15:28:54;93;23;0;0;153925;125934;9300;4869;66600;3568;422745;
27.04.2018 15:28:55;96;21;0;0;713640;31164;349634;9299;229391;4790;1443032;
27.04.2018 15:28:56;94;37;0;0;356214;174336;52949;31332;117513;16497;1345460;
27.04.2018 15:28:57;100;17;0;0;40028;23963;1109;6086;60611;3986;227193;
27.04.2018 15:28:58;100;1;0;0;305804;172336;17034;12390;264998;27437;1037160;
27.04.2018 15:28:59;94;1;0;0;87576;5342;23049;10194;27991;5643;202665;
27.04.2018 15:29:00;70;1;0;0;1126829;27754;13836;16703;80161;20693;707392;
27.04.2018 15:29:01;54;1;0;0;303547;70468;105457;26489;128960;27656;856902;
27.04.2018 15:29:03;41;24;0;0;420342;290061;41557;19654;140497;14611;1376454;
27.04.2018 15:29:04;44;41;0;0;433720;41043;47247;24323;134388;13445;798737;
27.04.2018 15:29:05;57;63;0;0;29506;4530;4641;1947;7496;676;61072;
27.04.2018 15:29:06;51;69;0;0;363480;365293;23016;9835;118521;11790;951757;
27.04.2018 15:29:07;56;54;0;0;97568;18747;3200;1647;32418;1606;204019;
27.04.2018 15:29:08;63;57;0;0;282158;52761;34086;16841;192164;4329;810561;
27.04.2018 15:29:09;53;78;0;0;248365;398374;51331;18012;58534;19028;786010;
27.04.2018 15:29:10;57;53;0;0;73264;6966;1298;8118;17310;2033;203411;
27.04.2018 15:29:11;48;74;0;0;186517;147854;62765;17819;53632;7667;621938;
27.04.2018 15:29:12;38;94;0;0;77102;124391;84619;32154;61669;10351;489975;
27.04.2018 15:29:13;54;84;0;0;13205;3419;11922;6913;8514;1391;84703;
27.04.2018 15:29:14;37;94;0;0;583596;105447;29911;8921;38355;8613;369163;
27.04.2018 15:29:15;40;88;0;0;66198;13270;24105;9772;15385;2936;138218;
27.04.2018 15:29:16;27;75;0;0;15632;2513;4536;1179;2508;902;22367;
27.04.2018 15:29:17;13;84;0;0;518390;77357;107198;42141;12777;10562;407507;
27.04.2018 15:29:18;21;78;0;0;238211;85261;18716;93476;62628;29628;338887;
27.04.2018 15:29:19;35;93;0;0;50683;30553;315493;126527;95052;23410;335085;
27.04.2018 15:29:20;37;81;0;0;41309;15275;5552;6092;6579;4829;102308;
27.04.2018 15:29:21;51;88;0;0;196102;30977;120402;40991;27806;36739;503117;
27.04.2018 15:29:23;41;96;0;0;958121;342115;249501;137128;98840;80672;412969;
27.04.2018 15:29:24;40;75;0;0;166529;15590;27508;22587;37812;10791;73862;
27.04.2018 15:29:25;48;74;0;0;49163;9960;13107;5265;15862;5086;23052;
27.04.2018 15:29:26;54;70;0;0;114409;14708;71028;38153;28620;10540;152302;
27.04.2018 15:29:27;64;64;0;0;125350;8808;53691;65165;33654;5562;139289;
27.04.2018 15:29:28;56;77;0;0;329462;179716;18074;6212;53006;4223;505885;
27.04.2018 15:29:29;54;75;0;0;178558;28134;31128;18725;41398;7668;392701;
27.04.2018 15:29:30;50;80;0;0;241450;136757;83984;21392;41315;9368;480265;
27.04.2018 15:29:31;40;91;0;0;91659;83925;37951;21456;19893;6756;432399;
27.04.2018 15:29:32;38;84;0;0;304842;26854;86003;24442;30649;10250;375819;
27.04.2018 15:29:33;37;94;0;0;286436;79761;128797;18058;67283;24973;482849;
27.04.2018 15:29:34;27;81;0;0;1113487;202654;84084;59613;55762;32327;538134;
27.04.2018 15:29:36;38;80;0;0;66190;75036;10796;14715;33182;2498;88689;
27.04.2018 15:29:37;27;93;0;0;31830;32795;9688;9053;2149;1419;85269;
27.04.2018 15:29:38;7;96;0;0;202410;73715;105608;13234;6480;9092;312237;
27.04.2018 15:29:39;10;100;0;0;1220919;573404;107139;172822;105721;69799;1528221;
27.04.2018 15:29:40;7;100;0;0;15297;6087;11949;10503;6291;2492;77324;
27.04.2018 15:29:41;20;96;0;0;18407;5670;10785;4777;3340;1440;81819;
27.04.2018 15:29:42;35;93;0;0;29108;11824;10741;5837;3618;2562;74492;
27.04.2018 15:29:43;37;87;0;0;283966;55904;42292;24683;24492;11370;243757;
27.04.2018 15:29:44;20;77;0;0;136776;20522;21728;8357;5658;3702;218289;
27.04.2018 15:29:45;8;75;0;0;175129;151353;40464;100242;12666;16227;751810;
27.04.2018 15:29:46;1;67;0;0;52266;2096;15232;2935;752;1446;45129;
27.04.2018 15:29:47;1;67;0;0;868799;203571;49660;49644;44718;51090;927251;
27.04.2018 15:29:48;7;66;0;0;399927;25358;111027;93636;64132;10642;290049;
27.04.2018 15:29:51;16;66;0;0;393051;202145;73779;23387;46456;6167;469492;
27.04.2018 15:29:52;38;70;0;0;133822;60240;26046;25890;22287;7085;391627;
27.04.2018 15:29:53;38;75;0;0;342768;33790;94662;15021;17698;7301;390059;
27.04.2018 15:29:54;44;77;0;0;40776;9294;6706;5360;13413;364;58718;
27.04.2018 15:29:55;37;70;0;0;501421;165469;54744;19354;20402;8944;382057;
27.04.2018 15:29:56;43;77;0;0;80417;72339;146191;151599;58238;7592;447202;
27.04.2018 15:29:57;41;67;0;0;440619;33105;55534;33695;16719;4514;379229;
27.04.2018 15:29:58;30;77;0;0;117958;36943;61338;27044;19695;2610;365241;
27.04.2018 15:29:59;41;74;0;0;45813;11044;5111;3360;4529;1623;85316;
27.04.2018 15:30:00;41;56;0;0;216850;21148;33993;14648;54106;7435;374004;
