DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 9:52:14;30;30;0;0;118800;22001;21415;5809;2796;1179;406;
27.04.2018 9:52:16;24;13;0;0;200883;8750;19163;6417;4545;2212;2868;
27.04.2018 9:52:17;13;1;0;0;189400;12815;5749;3900;2554;2064;1032;
27.04.2018 9:52:18;23;1;0;0;14517;7700;2184;7623;3066;1741;1163;
27.04.2018 9:52:19;41;34;0;0;13094;18464;4742;3662;4365;2699;1457;
27.04.2018 9:52:20;57;51;0;0;49754;10636;8799;15975;7745;8661;1884;
27.04.2018 9:52:21;78;80;0;0;22670;8820;11334;11048;4198;3159;2206;
27.04.2018 9:52:22;64;75;0;0;93988;20765;10273;1937;3729;4481;2197;
27.04.2018 9:52:23;69;74;0;0;11703;17301;13016;10882;8353;12074;4255;
27.04.2018 9:52:25;66;56;0;0;70968;3763;6146;7996;6462;6715;8428;
27.04.2018 9:52:26;57;37;0;0;84361;7328;9271;17506;4667;1250;1590;
27.04.2018 9:52:27;75;29;0;0;33161;665;11155;8524;7572;4007;1552;
27.04.2018 9:52:28;66;16;0;0;29543;13933;14186;23350;4863;3710;2440;
27.04.2018 9:52:29;61;26;0;0;93096;10878;9293;6711;5062;4651;863;
27.04.2018 9:52:30;74;60;0;0;53343;137092;9409;21980;37284;14123;1948;
27.04.2018 9:52:31;61;57;0;0;68867;9450;7048;3151;3940;966;636;
27.04.2018 9:52:32;64;53;0;0;47504;15970;7627;6156;7953;3240;2283;
27.04.2018 9:52:33;67;67;0;0;18667;7911;7194;8756;2129;3477;2846;
27.04.2018 9:52:34;70;56;0;0;6991;7779;5691;10713;4965;2387;990;
27.04.2018 9:52:35;81;60;0;0;63259;6966;19082;21135;13663;5573;1710;
27.04.2018 9:52:36;84;61;0;0;26839;5596;8884;2596;6439;1358;2387;
27.04.2018 9:52:37;91;77;0;0;13334;29273;17456;6922;7641;1583;1128;
27.04.2018 9:52:38;78;77;0;0;35360;18256;15429;8279;4445;5338;3083;
27.04.2018 9:52:39;69;87;0;0;52277;30371;7104;7713;5332;4535;2731;
27.04.2018 9:52:40;70;100;0;0;5637;4391;19150;7289;5665;5880;1633;
27.04.2018 9:52:41;61;80;0;0;60866;18182;13760;6215;3841;3231;549;
