DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
20.04.2018 17:06:45;43;74;0;0;9128;2765;7723;1645;1751;2432;2987;
20.04.2018 17:06:45;50;57;0;0;19875;1128;4145;4381;11192;3193;7429;
20.04.2018 17:06:46;54;56;0;0;38435;3058;6332;8606;15248;10521;4168;
20.04.2018 17:06:46;54;63;0;0;40968;6296;21463;4783;12196;8167;4529;
20.04.2018 17:06:46;54;63;0;0;40968;6296;21463;4783;12196;8167;4529;
20.04.2018 17:06:46;63;50;0;0;14769;3914;1628;5409;4234;2538;1507;
20.04.2018 17:06:47;57;48;0;0;15191;1114;1721;4706;4095;4214;5479;
20.04.2018 17:06:48;60;57;0;0;37027;20861;11503;17805;29455;10439;12059;
20.04.2018 17:06:49;50;54;0;0;30937;9234;2995;3435;2000;1384;2315;
20.04.2018 17:06:50;38;51;0;0;103564;10362;11019;5822;7200;7726;4001;
20.04.2018 17:06:51;27;61;0;0;225792;82788;7394;23294;21382;27206;6732;
20.04.2018 17:06:52;14;48;0;0;202303;11477;15476;24402;21994;16826;8375;
