DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
13.04.2018 19:53:15;63;56;0;0;15551;14133;1872;3697;8438;3616;2060;
13.04.2018 19:53:16;70;37;0;0;36837;718;1946;15590;7803;1519;755;
13.04.2018 19:53:17;56;29;0;0;78806;18040;1629;11612;2249;3483;831;
13.04.2018 19:53:18;60;38;0;0;7271;229;4335;5601;3182;8116;1784;
13.04.2018 19:53:19;57;29;0;0;21669;8796;3470;12949;6823;4773;2342;
13.04.2018 19:53:20;44;44;0;0;13997;1087;1271;707;566;1190;502;
13.04.2018 19:53:21;53;48;0;0;47535;9626;9670;10304;4116;2811;1426;
13.04.2018 19:53:22;38;50;0;0;97743;28144;14349;25214;5005;5895;3479;
13.04.2018 19:53:23;30;51;0;0;77205;9923;20602;5998;7109;4111;9449;
13.04.2018 19:53:24;47;69;0;0;8940;35394;20027;27019;20578;11193;8822;
13.04.2018 19:53:25;48;80;0;0;16572;13489;4663;6690;2560;1724;1278;
13.04.2018 19:53:26;60;83;0;0;90661;40699;29381;22928;29984;10341;5912;
13.04.2018 19:53:27;63;94;0;0;15427;10969;28146;16834;6498;5327;4416;
13.04.2018 19:53:28;61;91;0;0;105557;88626;32033;24751;60285;62802;10724;
13.04.2018 19:53:29;75;78;0;0;25122;9007;4078;13737;17389;11049;7369;
13.04.2018 19:53:30;64;77;0;0;156918;77690;4128;17372;10261;4744;6304;
13.04.2018 19:53:31;56;77;0;0;88608;81460;20140;6216;6755;32009;8548;
13.04.2018 19:53:32;51;67;0;0;92527;14159;20574;35150;17383;48525;16573;
13.04.2018 19:53:33;43;77;0;0;19198;9474;7213;8939;4004;4716;3371;
13.04.2018 19:53:34;64;70;0;0;4880;3680;881;3120;9511;4100;1471;
13.04.2018 19:53:35;78;57;0;0;52856;18581;7253;17759;21697;21938;14991;
13.04.2018 19:53:36;77;63;0;0;17754;4555;5173;3500;3192;3905;2177;
13.04.2018 19:53:37;84;57;0;0;21422;15012;5100;21158;14493;20437;10040;
13.04.2018 19:53:39;69;61;0;0;110986;9707;33141;13927;21639;17739;14420;
13.04.2018 19:53:40;81;57;0;0;10108;9755;11302;41566;17083;20657;9219;
13.04.2018 19:53:41;88;61;0;0;5020;8051;11780;9696;21011;9600;4644;
13.04.2018 19:53:42;83;67;0;0;68441;20191;29535;14567;17732;20287;3534;
13.04.2018 19:53:43;81;70;0;0;52378;28513;8178;16934;8299;4212;4756;
13.04.2018 19:53:44;67;70;0;0;95933;1685;29727;12900;11097;17911;3693;
13.04.2018 19:53:45;74;56;0;0;8304;2636;3541;11875;27939;8261;4533;
13.04.2018 19:53:46;69;53;0;0;134553;32425;25363;13523;14591;9612;8869;
13.04.2018 19:53:47;64;51;0;0;352566;122913;53421;93488;30012;8664;6082;
13.04.2018 19:53:48;70;47;0;0;42764;3012;10262;13243;12300;7823;4789;
13.04.2018 19:53:49;63;60;0;0;14290;16896;3616;9544;19130;14319;5224;
13.04.2018 19:53:50;67;50;0;0;11099;1548;1122;3110;2232;3054;1228;
13.04.2018 19:53:51;75;54;0;0;13503;7394;5383;7350;3403;2712;1486;
13.04.2018 19:53:52;77;64;0;0;21573;4575;20012;21818;11561;16515;11694;
13.04.2018 19:53:53;70;57;0;0;84910;10033;24184;17848;40950;22506;11328;
13.04.2018 19:53:54;70;64;0;0;59678;3455;18176;9874;11286;12657;7868;
13.04.2018 19:53:55;78;64;0;0;15060;12601;9068;6392;13127;7034;6388;
13.04.2018 19:53:56;77;64;0;0;16077;7103;5717;6444;6217;8133;5834;
13.04.2018 19:53:57;66;70;0;0;21666;7052;6518;3422;2694;6916;1462;
13.04.2018 19:53:58;66;81;0;0;45520;24899;33825;16856;14914;6418;3621;
13.04.2018 19:53:59;57;81;0;0;46646;25434;23942;27097;8861;11539;4403;
13.04.2018 19:54:00;53;80;0;0;66381;11074;15765;11836;11345;11757;10668;
13.04.2018 19:54:01;67;83;0;0;4842;15036;15008;16389;19483;21192;12314;
13.04.2018 19:54:02;69;83;0;0;13191;12627;3635;3818;5833;5176;3766;
13.04.2018 19:54:03;77;84;0;0;28709;36800;10845;15635;20397;12824;16805;
13.04.2018 19:54:04;67;77;0;0;269471;23244;24130;36169;11586;11943;7774;
13.04.2018 19:54:05;60;80;0;0;12821;27475;13555;21782;10273;4038;2654;
13.04.2018 19:54:06;60;84;0;0;5594;12924;5791;6128;4410;3979;10339;
13.04.2018 19:54:07;61;67;0;0;25784;4818;1843;11316;11296;9819;7194;
13.04.2018 19:54:08;64;70;0;0;71533;4043;10525;4160;4418;1887;2021;
13.04.2018 19:54:09;64;56;0;0;23969;4055;5486;5863;7433;6843;10088;
13.04.2018 19:54:10;67;40;0;0;9113;643;2571;1606;3272;2219;1461;
13.04.2018 19:54:11;54;47;0;0;27484;4978;4317;3276;1759;1011;1173;
13.04.2018 19:54:12;64;57;0;0;7597;3791;5155;3743;4743;3300;3920;
13.04.2018 19:54:13;60;61;0;0;184684;69556;22275;44803;27291;8974;5103;
13.04.2018 19:54:14;54;67;0;0;54650;24341;11735;16767;11963;4143;4695;
13.04.2018 19:54:15;56;74;0;0;221831;60231;90936;28250;21510;19229;3767;
13.04.2018 19:54:16;53;67;0;0;8445;2745;1480;4086;2500;2123;1482;
13.04.2018 19:54:17;60;64;0;0;31157;10528;10479;38484;13690;8612;7469;
13.04.2018 19:54:18;60;64;0;0;47795;2616;28979;18888;9299;14298;21035;
13.04.2018 19:54:19;74;51;0;0;34121;1593;9720;23709;14536;14630;3168;
13.04.2018 19:54:20;75;51;0;0;16610;4823;5013;11155;6753;1830;2899;
13.04.2018 19:54:21;63;47;0;0;28928;1827;3762;1339;1850;842;388;
13.04.2018 19:54:22;51;38;0;0;100587;12966;11185;5345;2936;2171;1090;
13.04.2018 19:54:23;47;44;0;0;17466;8915;1193;10300;3615;1760;1509;
13.04.2018 19:54:24;35;53;0;0;73693;45921;53284;65693;10170;6968;27264;
13.04.2018 19:54:25;40;80;0;0;21157;82928;29539;13018;14901;47075;7398;
13.04.2018 19:54:26;44;87;0;0;71962;25142;16144;16118;4640;3512;997;
13.04.2018 19:54:27;44;100;0;0;18375;38641;24825;8403;11294;5806;3012;
13.04.2018 19:54:28;43;90;0;0;46605;6065;5875;4863;2765;2766;3444;
13.04.2018 19:54:29;44;74;0;0;34678;11183;5362;5021;6868;9026;3937;
13.04.2018 19:54:30;50;69;0;0;44364;15823;8420;14339;5617;2235;4199;
13.04.2018 19:54:31;53;48;0;0;14858;2541;4272;15756;6091;2080;2337;
13.04.2018 19:54:32;47;48;0;0;1066399;199682;42415;18517;21694;41220;7030;
13.04.2018 19:54:33;43;44;0;0;44466;12594;2409;6226;4264;3840;3161;
13.04.2018 19:54:34;41;38;0;0;105173;18762;7424;20191;9216;2595;14088;
13.04.2018 19:54:35;43;51;0;0;9433;15100;6380;5857;11460;9247;4588;
13.04.2018 19:54:36;61;56;0;0;23688;6067;5194;4696;8265;3074;5146;
13.04.2018 19:54:37;64;60;0;0;40578;5686;14847;6782;6984;2626;1397;
13.04.2018 19:54:38;77;53;0;0;28400;889;4948;19280;11545;8270;4950;
13.04.2018 19:54:39;67;27;0;0;49474;3920;756;10221;7090;7782;9743;
13.04.2018 19:54:40;67;43;0;0;10817;44234;12925;20864;14828;35745;8310;
13.04.2018 19:54:41;75;48;0;0;21561;18156;13968;10000;15696;8171;13660;
13.04.2018 19:54:42;66;40;0;0;353625;5278;12320;25380;39526;10261;7192;
13.04.2018 19:54:43;63;53;0;0;88723;26798;2685;16792;10009;5562;6199;
13.04.2018 19:54:44;54;24;0;0;500141;23754;13843;31402;33810;30761;8098;
13.04.2018 19:54:45;47;8;0;0;64557;3761;7378;10186;6716;1987;2731;
13.04.2018 19:54:46;43;29;0;0;24101;5141;4539;973;2245;1649;1771;
13.04.2018 19:54:47;50;43;0;0;14702;1952;28523;4921;9246;7807;3327;
