DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 1:39:28;0;0;0;0;72417;7787;2866;22086;7218;4208;5565;
27.04.2018 1:39:29;0;0;0;0;17300;20170;14606;9028;2932;3278;1715;
27.04.2018 1:39:30;0;0;0;0;75192;6220;2599;10263;6822;4837;1675;
27.04.2018 1:39:31;51;51;0;0;13226;2651;24090;3606;5592;2048;1577;
27.04.2018 1:39:32;75;60;0;0;11597;5603;7078;1878;6393;2710;1497;
27.04.2018 1:39:33;97;64;0;0;24218;6469;22394;14052;17244;3998;2316;
27.04.2018 1:39:34;100;70;0;0;4719;5994;7987;13574;8296;3229;936;
27.04.2018 1:39:35;100;64;0;0;10776;3369;9920;3118;7536;1879;1483;
27.04.2018 1:39:36;100;67;0;0;13173;14187;6692;3168;7476;3769;1448;
27.04.2018 1:39:37;100;60;0;0;21973;5980;4189;13803;9062;4462;1350;
27.04.2018 1:39:38;77;61;0;0;45592;23400;8531;2390;5356;2080;1136;
27.04.2018 1:39:39;56;61;0;0;23969;16242;4257;5184;3875;1001;765;
