DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 18:36:00;0;0;0;0;26848;20317;12757;11406;29748;22141;6294;
27.04.2018 18:36:01;0;0;0;0;57447;31769;24498;26787;28069;8347;10708;
27.04.2018 18:36:02;0;0;0;0;110551;117498;80721;19216;25448;24716;5125;
27.04.2018 18:36:03;37;38;0;0;264977;137052;116090;68428;62486;55343;10081;
27.04.2018 18:36:04;38;20;0;0;79681;5886;15797;8197;17661;9939;2986;
27.04.2018 18:36:05;47;7;0;0;15471;1888;9289;8742;8818;3753;1256;
27.04.2018 18:36:06;48;20;0;0;5450;28884;14970;18781;9783;17290;6949;
27.04.2018 18:36:07;60;17;0;0;35300;10283;21301;14980;20764;10144;5944;
27.04.2018 18:36:08;77;29;0;0;7696;2261;10233;8085;13384;13688;6142;
27.04.2018 18:36:09;77;37;0;0;22106;9790;9820;12193;13584;13094;8019;
27.04.2018 18:36:10;74;23;0;0;36278;14002;16424;6882;12271;10216;6895;
27.04.2018 18:36:11;63;8;0;0;115976;7186;13424;5782;15966;19849;9223;
