DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 1:38:41;0;0;0;0;85015;26685;13658;3050;2286;1030;625;
27.04.2018 1:38:42;0;0;0;0;352605;121546;34010;39450;10527;1504;1659;
27.04.2018 1:38:43;0;0;0;0;64156;13768;13575;19335;3469;892;420;
27.04.2018 1:38:44;54;30;0;0;23758;3818;7127;8127;1568;519;168;
27.04.2018 1:38:45;78;54;0;0;7396;12202;4126;9158;8383;4580;4557;
27.04.2018 1:38:46;66;78;0;0;141379;31742;63146;8989;4854;1977;3403;
27.04.2018 1:38:47;81;100;0;0;19509;8466;48327;9454;13339;9660;1718;
27.04.2018 1:38:48;64;91;0;0;368890;22167;18581;19413;17153;9572;1256;
27.04.2018 1:38:49;40;64;0;0;67747;14278;4303;6538;3688;997;568;
27.04.2018 1:38:50;47;41;0;0;411971;69704;71655;19201;22496;6011;2442;
27.04.2018 1:38:51;54;24;0;0;93194;111432;54892;163247;119441;21220;9433;
27.04.2018 1:38:53;70;48;0;0;9882;8274;5927;16211;4641;9653;2595;
27.04.2018 1:38:54;75;40;0;0;74170;10271;2274;5127;5597;5288;1925;
27.04.2018 1:38:55;81;44;0;0;44986;10604;12353;3485;5541;3632;1547;
27.04.2018 1:38:56;70;41;0;0;21212;7102;4307;3806;5140;6401;1171;
27.04.2018 1:38:57;56;20;0;0;533398;17465;48807;37299;38555;1871;2190;
27.04.2018 1:38:58;69;21;0;0;13009;1619;1598;3098;2866;203;163;
27.04.2018 1:38:59;74;21;0;0;78815;31702;8206;7417;12606;2529;3105;
27.04.2018 1:39:00;64;20;0;0;43893;11168;8996;6167;5380;3095;1751;
27.04.2018 1:39:01;64;24;0;0;88226;7879;7583;5077;6432;1636;2744;
27.04.2018 1:39:02;70;30;0;0;13618;3398;2561;4413;6278;2660;1660;
27.04.2018 1:39:03;75;47;0;0;12014;3236;22406;9172;5467;2286;3957;
27.04.2018 1:39:04;75;35;0;0;45524;3627;6067;6415;4279;2317;1278;
27.04.2018 1:39:05;93;38;0;0;4871;1057;7037;29105;3754;2113;4044;
27.04.2018 1:39:06;81;57;0;0;20013;9675;14785;3334;4823;2300;5515;
27.04.2018 1:39:08;84;50;0;0;20219;5238;13475;5804;6934;10873;1165;
27.04.2018 1:39:09;100;63;0;0;7089;2946;3820;4997;4013;2714;1983;
27.04.2018 1:39:10;100;84;0;0;4039;4240;9132;3701;8795;1837;1052;
27.04.2018 1:39:11;100;78;0;0;14376;8855;11165;7830;13163;2239;951;
27.04.2018 1:39:12;100;74;0;0;35799;5100;13401;5362;5208;3247;958;
27.04.2018 1:39:13;90;66;0;0;66238;10844;10592;6101;6828;2965;3302;
