DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 15:27:46;0;0;0;0;151563;84094;57834;41071;26092;11995;2000;
27.04.2018 15:27:47;0;0;0;0;89737;15135;13103;27465;19399;5694;2136;
27.04.2018 15:27:48;51;41;0;0;30176;21517;5120;29047;9681;2979;1862;
27.04.2018 15:27:49;50;57;0;0;77979;36124;77631;13507;19534;4788;8001;
27.04.2018 15:27:50;66;64;0;0;63392;30560;30513;29958;27910;14193;10788;
27.04.2018 15:27:51;90;64;0;0;121670;30570;42219;48568;54637;52194;41261;
27.04.2018 15:27:53;81;64;0;0;56166;17271;21441;23393;13536;6841;1386;
27.04.2018 15:27:54;90;47;0;0;203105;59108;15306;11792;41387;26955;9351;
27.04.2018 15:27:55;94;48;0;0;38228;23512;18187;13203;26088;11251;3506;
27.04.2018 15:27:56;53;35;0;0;17763;135;2560;2341;1254;1220;417;
27.04.2018 15:27:57;35;41;0;0;21022;8075;16283;8366;3374;2257;1481;
27.04.2018 15:27:58;14;40;0;0;137618;29648;14318;24439;12738;4346;8023;
27.04.2018 15:27:59;14;30;0;0;32149;3416;21107;21961;15914;7562;4374;
27.04.2018 15:28:00;14;44;0;0;227717;40376;39420;19877;14182;4034;1666;
27.04.2018 15:28:01;47;23;0;0;148850;16747;21260;21249;48044;12527;6051;
27.04.2018 15:28:03;74;40;0;0;59124;15314;46630;9587;20342;8576;6366;
27.04.2018 15:28:04;61;47;0;0;104918;62169;12389;20336;30502;4510;6946;
27.04.2018 15:28:05;91;47;0;0;80917;17410;11481;13319;18862;7697;2873;
27.04.2018 15:28:06;93;67;0;0;42061;43866;22296;22541;30334;17027;4338;
27.04.2018 15:28:07;90;53;0;0;185370;60627;34516;110872;37318;28223;4183;
27.04.2018 15:28:08;67;34;0;0;408643;24362;38173;32750;29047;7893;4047;
27.04.2018 15:28:09;53;50;0;0;131899;79694;52904;19084;25297;9407;5583;
27.04.2018 15:28:10;13;29;0;0;334085;47404;22220;35074;14048;3245;5843;
27.04.2018 15:28:11;11;44;0;0;121763;97103;49180;28867;35366;10444;4105;
27.04.2018 15:28:12;16;54;0;0;62500;8003;11046;3909;5364;1236;1251;
27.04.2018 15:28:13;21;23;0;0;87281;3234;6714;14178;8788;5170;2153;
27.04.2018 15:28:15;29;1;0;0;126808;18692;18884;10543;15408;4210;3153;
27.04.2018 15:28:16;50;1;0;0;21471;1174;3005;11429;5521;15155;6709;
27.04.2018 15:28:17;53;35;0;0;35400;10666;43407;8146;9978;11561;2135;
27.04.2018 15:28:18;75;53;0;0;61002;13355;4725;10199;16603;6567;5310;
27.04.2018 15:28:19;70;54;0;0;49656;7338;12780;7723;5912;7125;2963;
27.04.2018 15:28:20;77;75;0;0;15075;15562;7503;7256;10998;4633;5425;
27.04.2018 15:28:22;88;63;0;0;73600;18394;30203;23594;26476;12061;4229;
27.04.2018 15:28:23;75;60;0;0;143309;11052;15244;9470;19584;8795;4995;
27.04.2018 15:28:24;100;43;0;0;50813;1593;4275;15044;18853;4010;6345;
27.04.2018 15:28:25;78;29;0;0;40768;1122;13801;17529;4318;7538;2356;
27.04.2018 15:28:26;81;50;0;0;37046;14960;24710;12093;15806;6270;4797;
27.04.2018 15:28:27;63;64;0;0;118461;22737;13556;7875;17398;6389;4271;
27.04.2018 15:28:28;67;75;0;0;49569;37310;6742;9938;10825;7711;3756;
27.04.2018 15:28:29;75;75;0;0;144668;79480;18115;9327;47225;18517;9775;
27.04.2018 15:28:31;57;50;0;0;73616;2580;9452;13931;6340;5626;1074;
27.04.2018 15:28:32;70;47;0;0;47147;21058;10626;7031;19536;4000;1602;
27.04.2018 15:28:33;74;34;0;0;37534;2580;6507;15560;10113;10277;6671;
27.04.2018 15:28:34;69;40;0;0;31029;3640;6048;4158;3833;4467;1761;
27.04.2018 15:28:35;70;48;0;0;88157;1858;21198;7343;8608;4690;1944;
27.04.2018 15:28:36;56;43;0;0;31225;8042;3408;2774;4806;1527;2471;
27.04.2018 15:28:38;74;51;0;0;14367;8884;18986;6078;11229;4321;3933;
27.04.2018 15:28:39;74;63;0;0;85849;34999;26876;8861;13067;5568;2775;
27.04.2018 15:28:40;93;57;0;0;30668;5266;4973;8469;13173;3182;5842;
27.04.2018 15:28:41;78;66;0;0;40780;6055;3962;6273;4228;6280;2378;
27.04.2018 15:28:42;66;50;0;0;85296;13185;12142;17812;14903;17133;5079;
27.04.2018 15:28:43;50;40;0;0;755108;126543;79205;22126;17463;13600;10363;
27.04.2018 15:28:44;47;47;0;0;74090;22330;13344;9908;29988;5346;8541;
