DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 9:56:44;38;53;0;0;15787;3130;6039;7399;2192;3554;1733;
27.04.2018 9:56:45;29;61;0;0;59877;51262;20308;11531;18296;4533;1472;
27.04.2018 9:56:46;51;63;0;0;18546;4144;10775;5533;9125;2331;4064;
27.04.2018 9:56:47;81;78;0;0;15369;3386;28572;12643;7233;6897;1326;
27.04.2018 9:56:48;75;78;0;0;71749;21623;14427;18593;6674;4168;2413;
27.04.2018 9:56:49;64;81;0;0;56121;52587;32045;12104;9919;9504;3468;
27.04.2018 9:56:50;40;63;0;0;61293;11449;4252;11214;11654;3476;2875;
27.04.2018 9:56:51;54;64;0;0;28733;11347;14351;23771;8067;9003;1047;
27.04.2018 9:56:52;66;54;0;0;20503;10014;4982;5901;5191;2302;1298;
27.04.2018 9:56:53;94;41;0;0;21582;1705;4381;18433;13418;11172;4094;
27.04.2018 9:56:54;66;47;0;0;154912;37060;13443;9290;4302;2099;1689;
27.04.2018 9:56:55;66;54;0;0;12036;14090;13014;7829;7893;6506;3442;
27.04.2018 9:56:56;67;63;0;0;14769;8435;18381;4451;9889;2499;4193;
27.04.2018 9:56:57;40;70;0;0;39434;9157;2653;3921;2835;1993;659;
27.04.2018 9:56:58;51;67;0;0;73384;12909;4294;8598;5546;4128;6313;
27.04.2018 9:56:59;24;64;0;0;42561;14365;25243;4914;2250;5113;796;
27.04.2018 9:57:00;8;38;0;0;62986;881;4823;2446;5094;4031;3509;
27.04.2018 9:57:01;24;43;0;0;73593;6861;26954;6879;21756;24962;4544;
27.04.2018 9:57:03;14;43;0;0;219729;13996;43112;13601;7842;3756;2281;
27.04.2018 9:57:04;37;20;0;0;199020;12462;9004;7778;28735;11674;5404;
27.04.2018 9:57:05;37;24;0;0;179588;13097;12624;8593;13165;3598;3275;
27.04.2018 9:57:06;23;34;0;0;34700;33296;4454;10744;5343;12534;3269;
27.04.2018 9:57:07;23;35;0;0;121258;14736;18574;9791;4098;5205;2801;
27.04.2018 9:57:08;10;29;0;0;101888;4195;2093;4799;5617;5011;2105;
27.04.2018 9:57:09;8;44;0;0;13585;6224;4702;4372;1398;822;561;
27.04.2018 9:57:10;43;44;0;0;22445;11311;6818;5172;4367;4466;1800;
27.04.2018 9:57:11;56;60;0;0;59080;7778;9821;3814;9878;541;656;
27.04.2018 9:57:12;66;56;0;0;58674;16593;10845;11306;10663;8319;3575;
27.04.2018 9:57:13;54;64;0;0;16940;13313;6889;5296;4134;1131;779;
27.04.2018 9:57:14;48;56;0;0;102108;6596;24077;12433;9729;4630;2236;
27.04.2018 9:57:15;43;64;0;0;60129;35688;9095;9573;8778;5616;1222;
27.04.2018 9:57:16;43;77;0;0;18965;35680;14379;19128;8930;10076;4270;
