DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 15:19:12;83;57;0;0;31713;10451;9750;6397;13547;6744;17467;
27.04.2018 15:19:13;83;64;0;0;84076;43864;15904;37846;12600;13557;13920;
27.04.2018 15:19:14;81;61;0;0;96137;18754;99232;68768;13016;10757;31015;
27.04.2018 15:19:15;87;61;0;0;536152;45452;45599;78561;37192;10734;5820;
27.04.2018 15:19:16;75;60;0;0;23167;4750;7407;5445;3254;2261;803;
27.04.2018 15:19:17;87;61;0;0;27548;11602;8916;2246;14115;3868;1619;
27.04.2018 15:19:19;83;56;0;0;41821;13475;5570;3646;2736;1203;619;
27.04.2018 15:19:20;100;69;0;0;11823;1615;12613;6683;6937;452;436;
27.04.2018 15:19:21;100;63;0;0;18702;2244;2710;4983;2109;949;280;
27.04.2018 15:19:22;83;47;0;0;161763;9444;10443;14322;10259;4229;1798;
27.04.2018 15:19:23;91;47;0;0;136528;50942;15325;31232;18688;14671;7111;
27.04.2018 15:19:24;78;44;0;0;30761;14026;5302;4633;3616;1014;800;
27.04.2018 15:19:25;74;53;0;0;174507;53064;41638;28950;21891;2739;2653;
27.04.2018 15:19:26;70;70;0;0;29853;4039;19355;6628;2410;2403;625;
27.04.2018 15:19:28;70;67;0;0;217450;73182;13499;63030;32186;12901;9578;
27.04.2018 15:19:29;57;50;0;0;131551;8883;4986;7484;3411;1385;1545;
27.04.2018 15:19:30;57;50;0;0;53789;17841;10643;6689;6623;2265;600;
27.04.2018 15:19:31;61;37;0;0;367801;19896;54535;39421;27096;14851;4302;
27.04.2018 15:19:32;54;38;0;0;75122;23848;3512;3707;5679;1189;399;
27.04.2018 15:19:33;56;57;0;0;4857;2650;992;1166;258;173;179;
27.04.2018 15:19:34;54;47;0;0;16721;746;2299;4184;1175;475;172;
27.04.2018 15:19:35;50;48;0;0;49421;7885;3598;3687;2553;316;261;
27.04.2018 15:19:36;61;51;0;0;27784;2677;15346;8449;7201;5788;2126;
27.04.2018 15:19:37;81;53;0;0;2307;3323;824;2849;1184;1223;446;
27.04.2018 15:19:38;83;48;0;0;347586;5935;25323;19208;27607;7449;2443;
27.04.2018 15:19:41;91;61;0;0;6536;4768;1952;1685;1121;292;136;
27.04.2018 15:19:42;87;63;0;0;273989;33636;155583;54066;48975;16497;6533;
27.04.2018 15:19:44;75;63;0;0;31188;20937;7603;3876;3690;1208;459;
27.04.2018 15:19:45;81;75;0;0;67458;10006;14002;22632;13687;5499;2504;
27.04.2018 15:19:46;83;67;0;0;20792;6629;7872;9652;3614;1719;1074;
27.04.2018 15:19:47;70;63;0;0;62125;15859;8694;4896;2777;4436;1315;
27.04.2018 15:19:48;87;61;0;0;88002;68365;32718;37800;48429;9293;3921;
27.04.2018 15:19:49;78;57;0;0;48890;7386;3301;8726;4084;4724;931;
27.04.2018 15:19:50;83;60;0;0;152209;67933;41050;26970;49096;6159;10575;
27.04.2018 15:19:51;94;54;0;0;33269;1602;9827;17715;3645;2284;1301;
27.04.2018 15:19:52;91;51;0;0;85175;40109;13521;14701;25733;10168;3605;
27.04.2018 15:19:53;78;60;0;0;372533;30400;102378;20037;10776;6273;1969;
27.04.2018 15:19:54;69;50;0;0;217177;18007;40283;22689;23154;7841;2813;
27.04.2018 15:19:55;81;57;0;0;98725;21379;68936;53855;49841;8175;4531;
27.04.2018 15:19:56;63;57;0;0;302141;27381;97706;25550;14954;6668;1855;
27.04.2018 15:19:57;93;53;0;0;39887;12006;5877;19803;17043;2749;6444;
27.04.2018 15:19:58;75;38;0;0;484996;10507;20203;37017;7286;18014;6473;
27.04.2018 15:19:59;67;44;0;0;27501;22039;15729;8883;9759;829;1898;
27.04.2018 15:20:00;80;50;0;0;21158;13129;11946;11648;4848;1982;600;
27.04.2018 15:20:01;60;63;0;0;45168;24276;15339;6855;4563;2082;1129;
27.04.2018 15:20:02;87;91;0;0;169211;97279;90077;34779;56566;11860;6035;
27.04.2018 15:20:03;77;88;0;0;246151;158107;37418;4668;24297;5082;3074;
27.04.2018 15:20:04;77;84;0;0;58816;29943;9506;18152;9468;10107;1733;
27.04.2018 15:20:06;70;69;0;0;210089;4574;39960;19751;10144;6083;5803;
27.04.2018 15:20:07;63;75;0;0;21728;33457;15640;11765;4685;3128;3870;
27.04.2018 15:20:08;41;63;0;0;46060;7512;8962;9263;2381;2705;4899;
27.04.2018 15:20:09;57;87;0;0;15409;25466;34927;7281;14270;8480;3552;
27.04.2018 15:20:10;56;66;0;0;132550;7451;22945;15453;8411;8783;2360;
27.04.2018 15:20:11;74;78;0;0;51422;51293;46908;28476;15853;2806;3258;
27.04.2018 15:20:12;77;91;0;0;162387;165049;31126;8125;16068;10412;2321;
27.04.2018 15:20:13;66;77;0;0;160564;46942;34216;23203;16074;4063;3404;
27.04.2018 15:20:14;67;87;0;0;253270;37044;103263;20896;25482;13944;4060;
27.04.2018 15:20:15;74;67;0;0;182252;24225;25255;26899;41857;18849;6439;
27.04.2018 15:20:16;87;63;0;0;4534;2063;3347;1937;1596;454;269;
27.04.2018 15:20:17;67;57;0;0;152833;27838;7668;8629;2315;1523;1155;
27.04.2018 15:20:18;74;44;0;0;72371;2171;12157;10496;7561;5240;617;
27.04.2018 15:20:19;54;44;0;0;331124;14212;57510;27804;14184;3397;2031;
27.04.2018 15:20:20;51;43;0;0;29568;13956;5480;6010;5192;2046;1163;
27.04.2018 15:20:21;77;35;0;0;116023;12175;7350;26089;22017;3894;3726;
27.04.2018 15:20:22;84;48;0;0;32207;15342;8296;6786;9448;4128;2493;
27.04.2018 15:20:23;90;67;0;0;34633;36822;25096;11193;5176;3174;5336;
27.04.2018 15:20:24;84;83;0;0;11589;41505;23999;5322;5420;4866;3316;
27.04.2018 15:20:25;66;87;0;0;212052;29135;14911;4478;7512;3907;1611;
27.04.2018 15:20:26;64;90;0;0;11817;2566;16240;6529;4419;3491;2400;
27.04.2018 15:20:27;57;77;0;0;129871;46889;19670;8897;6057;2488;4770;
27.04.2018 15:20:28;70;60;0;0;37502;37450;4093;15989;17290;4567;7327;
27.04.2018 15:20:30;83;70;0;0;57041;41915;14351;22699;10075;3235;2880;
27.04.2018 15:20:31;97;57;0;0;54812;14103;11647;17445;10348;2908;518;
27.04.2018 15:20:32;78;48;0;0;269811;25229;30631;8885;12750;10626;2374;
27.04.2018 15:20:33;78;43;0;0;32710;11291;10275;13165;4742;5088;1978;
27.04.2018 15:20:34;81;47;0;0;37468;12505;27549;31465;13119;4654;2138;
27.04.2018 15:20:35;75;51;0;0;111386;46468;31437;10155;14101;7041;5249;
27.04.2018 15:20:36;81;63;0;0;126480;92800;14946;22684;16160;7286;2255;
27.04.2018 15:20:37;80;61;0;0;357751;51632;100176;82964;43912;25946;11633;
27.04.2018 15:20:39;67;56;0;0;71934;12381;10592;8564;5419;2502;1169;
27.04.2018 15:20:40;80;43;0;0;259176;4037;47619;32982;61490;9121;8765;
27.04.2018 15:20:42;94;37;0;0;14821;2902;9823;13611;11203;8026;6127;
27.04.2018 15:20:43;97;48;0;0;32951;3748;44250;3380;8719;6412;3109;
27.04.2018 15:20:44;100;51;0;0;55283;24739;4805;22150;7146;6700;1787;
27.04.2018 15:20:45;91;64;0;0;37416;29213;7809;18616;7751;11869;3732;
27.04.2018 15:20:46;84;74;0;0;24114;34209;10042;13496;13543;2833;2871;
27.04.2018 15:20:47;97;63;0;0;18782;12077;10633;19827;25924;6214;5061;
27.04.2018 15:20:48;96;69;0;0;26411;20867;11014;9117;6572;5519;2426;
27.04.2018 15:20:49;90;77;0;0;9499;7116;17568;10214;2733;3496;1174;
27.04.2018 15:20:50;83;75;0;0;28016;10466;16419;6698;7452;5335;1746;
27.04.2018 15:20:51;69;74;0;0;61304;17633;10872;15158;11638;10869;3632;
27.04.2018 15:20:52;67;63;0;0;160030;16353;36564;10923;18642;9552;5208;
27.04.2018 15:20:53;80;61;0;0;13933;12937;32862;19557;14874;6567;6794;
27.04.2018 15:20:54;77;57;0;0;56440;15303;18188;18854;7914;7737;1161;
27.04.2018 15:20:55;77;66;0;0;35237;6644;34574;9244;10793;5509;3022;
27.04.2018 15:20:56;80;74;0;0;14293;6940;4481;3829;3377;6272;1526;
27.04.2018 15:20:57;78;64;0;0;28281;2268;15319;4887;10407;2398;2152;
27.04.2018 15:20:58;90;70;0;0;4041;669;10281;3812;4920;6593;3571;
27.04.2018 15:20:59;87;74;0;0;26416;33751;5437;4683;6369;3536;2336;
27.04.2018 15:21:00;84;74;0;0;22955;14100;6944;10291;4847;4212;7094;
27.04.2018 15:21:01;87;75;0;0;24716;3941;13495;6693;9472;3981;1966;
27.04.2018 15:21:02;67;63;0;0;70966;12650;11053;9190;4288;5004;3685;
27.04.2018 15:21:03;74;64;0;0;9488;18470;9813;8631;5355;2389;1893;
27.04.2018 15:21:04;69;57;0;0;177364;32808;16852;16560;17606;35176;12720;
27.04.2018 15:21:05;67;66;0;0;13710;18744;14101;5900;9713;3530;3501;
27.04.2018 15:21:07;74;75;0;0;85444;80336;13462;64330;12595;9249;1688;
27.04.2018 15:21:08;56;57;0;0;229654;67328;18737;28607;9290;5999;1784;
27.04.2018 15:21:09;43;47;0;0;290332;70427;46169;23129;18696;9362;6235;
27.04.2018 15:21:10;41;53;0;0;13947;18684;2293;3885;2424;695;904;
27.04.2018 15:21:11;53;64;0;0;74246;66467;16137;11287;33776;5837;2838;
27.04.2018 15:21:13;51;47;0;0;219684;7134;3599;5164;6538;2461;3427;
27.04.2018 15:21:14;50;43;0;0;299830;34725;39450;6062;14195;20167;7459;
27.04.2018 15:21:15;50;37;0;0;95782;38036;26700;3727;11644;4244;1474;
27.04.2018 15:21:16;40;41;0;0;27904;40187;1571;5190;5297;2364;953;
27.04.2018 15:21:17;51;69;0;0;19633;19782;9104;13746;4269;4909;1038;
27.04.2018 15:21:18;57;56;0;0;136808;9931;2369;17654;11334;2432;2466;
27.04.2018 15:21:19;69;53;0;0;54794;10983;24588;12519;21008;6063;2299;
27.04.2018 15:21:20;69;38;0;0;94321;19404;19228;52265;11550;10033;3632;
27.04.2018 15:21:21;69;34;0;0;68658;24269;13162;16842;9042;30669;11553;
27.04.2018 15:21:22;64;56;0;0;139758;87258;37228;18428;12508;13341;7990;
27.04.2018 15:21:23;54;44;0;0;164497;13224;12992;9831;15839;13184;6119;
27.04.2018 15:21:24;56;38;0;0;136403;6104;12398;10735;14299;5937;4320;
27.04.2018 15:21:25;57;43;0;0;30228;25928;3314;6280;6638;11866;7903;
27.04.2018 15:21:26;63;40;0;0;87548;48483;12828;9608;11657;3115;3445;
27.04.2018 15:21:27;74;53;0;0;13424;8446;13608;16313;9605;2868;2663;
27.04.2018 15:21:28;77;56;0;0;49248;12231;1601;18206;8012;9402;6046;
27.04.2018 15:21:29;74;44;0;0;69829;5639;12224;22033;6104;2292;3968;
27.04.2018 15:21:30;81;30;0;0;63091;5318;8120;9318;13766;7878;1457;
27.04.2018 15:21:31;69;35;0;0;24742;25668;19562;31576;6360;3058;2640;
27.04.2018 15:21:32;78;51;0;0;9439;2565;21616;5595;9289;9393;1458;
27.04.2018 15:21:33;69;69;0;0;51959;59338;25106;16068;3899;2490;4526;
27.04.2018 15:21:34;63;87;0;0;23250;27449;8869;15064;5456;5472;3553;
27.04.2018 15:21:35;69;87;0;0;36517;20995;12942;3334;12772;6674;2450;
27.04.2018 15:21:37;64;74;0;0;32880;2847;8421;8024;7133;2677;3050;
27.04.2018 15:21:38;77;61;0;0;37586;9385;16702;15860;6881;5101;2653;
27.04.2018 15:21:39;75;43;0;0;239397;7527;31867;32187;12997;7538;3111;
27.04.2018 15:21:40;61;38;0;0;264818;35515;7653;9493;12088;12418;7959;
27.04.2018 15:21:41;43;29;0;0;491790;61939;28925;17560;9941;11188;4599;
27.04.2018 15:21:42;24;17;0;0;226281;7558;47086;49318;12826;9266;1768;
27.04.2018 15:21:43;38;27;0;0;98848;40298;21671;25074;26832;9218;7129;
27.04.2018 15:21:44;50;38;0;0;169350;20075;49996;11570;29179;3655;6605;
27.04.2018 15:21:45;57;44;0;0;103505;28567;17935;18038;6377;5804;3667;
27.04.2018 15:21:46;61;50;0;0;83133;12852;27955;31560;7230;5140;3228;
27.04.2018 15:21:47;56;48;0;0;89295;11194;34969;21671;15813;5573;2357;
27.04.2018 15:21:48;54;51;0;0;40322;31783;953;14015;6843;2911;3486;
27.04.2018 15:21:49;74;54;0;0;61547;4611;53722;26495;34510;2853;2606;
27.04.2018 15:21:50;74;61;0;0;138700;59501;37620;19993;12616;10516;3549;
27.04.2018 15:21:51;70;53;0;0;101635;4749;18113;16536;12732;4003;3321;
27.04.2018 15:21:52;83;40;0;0;37030;5327;4603;14124;14455;6827;2872;
27.04.2018 15:21:53;74;30;0;0;46780;5454;8517;4393;7077;4662;2463;
27.04.2018 15:21:54;88;23;0;0;17919;3543;3306;4817;6552;6342;2066;
27.04.2018 15:21:55;91;35;0;0;27228;17474;10144;13952;7071;4916;1810;
27.04.2018 15:21:56;80;43;0;0;192356;21214;60350;21547;27086;12017;2384;
27.04.2018 15:21:57;74;40;0;0;70813;6648;8646;17985;4911;3818;2373;
27.04.2018 15:21:58;63;48;0;0;114867;44511;35720;39629;18057;14002;8574;
27.04.2018 15:21:59;74;43;0;0;64777;33332;25294;56480;46858;18612;14900;
27.04.2018 15:22:00;83;44;0;0;29230;12966;15578;24155;16269;9559;8602;
27.04.2018 15:22:02;90;56;0;0;91694;34809;28721;10583;18164;19345;6052;
27.04.2018 15:22:03;96;48;0;0;17199;6689;9733;45676;37593;12771;4880;
27.04.2018 15:22:04;84;44;0;0;112153;20581;28327;20017;17418;11042;5264;
27.04.2018 15:22:05;80;54;0;0;50212;117071;39539;26804;21784;21424;3678;
27.04.2018 15:22:06;67;43;0;0;258946;20340;14944;47075;14598;13323;4827;
27.04.2018 15:22:07;50;53;0;0;64715;35241;6000;6829;11443;4237;1502;
27.04.2018 15:22:08;50;63;0;0;6885;4466;5280;3744;1819;1991;663;
27.04.2018 15:22:09;41;47;0;0;50619;2310;15967;2564;3121;1607;1271;
27.04.2018 15:22:10;41;50;0;0;304205;26982;22334;17669;15273;20284;6792;
27.04.2018 15:22:11;38;35;0;0;140438;17288;3405;29166;12844;21813;4118;
27.04.2018 15:22:12;35;24;0;0;20332;2742;5227;5113;2039;2370;986;
27.04.2018 15:22:13;37;10;0;0;69581;2355;2680;4286;4300;2721;935;
27.04.2018 15:22:14;53;14;0;0;3431;938;650;854;1458;1719;287;
27.04.2018 15:22:15;41;23;0;0;173569;30684;18721;22913;4981;5596;15999;
27.04.2018 15:22:16;41;27;0;0;458142;201030;60345;27715;43847;61765;25738;
27.04.2018 15:22:17;47;48;0;0;39874;10724;14003;6227;7859;9590;4864;
27.04.2018 15:22:18;41;61;0;0;8588;9971;8518;5887;4037;4692;1048;
27.04.2018 15:22:19;50;61;0;0;134789;22851;19311;13177;10412;3973;1144;
27.04.2018 15:22:20;57;63;0;0;43632;26431;13751;10925;13370;11509;2696;
27.04.2018 15:22:22;57;56;0;0;107674;23317;10479;15228;16711;5398;11909;
27.04.2018 15:22:23;64;53;0;0;49072;16335;44218;27207;28183;13153;4443;
27.04.2018 15:22:24;54;51;0;0;251842;76262;61740;53824;19623;4604;2661;
27.04.2018 15:22:25;44;40;0;0;356658;10473;24069;25743;11430;9579;3468;
27.04.2018 15:22:26;44;41;0;0;30831;1169;10985;1043;4073;4013;1124;
27.04.2018 15:22:27;38;34;0;0;163785;25558;34288;34111;22909;16912;6436;
27.04.2018 15:22:28;35;40;0;0;97531;43418;48083;4940;7210;3767;4527;
27.04.2018 15:22:29;44;63;0;0;6233;11585;9244;13709;2626;1364;707;
27.04.2018 15:22:30;61;66;0;0;5797;4829;10057;11781;14591;7577;2928;
27.04.2018 15:22:31;67;66;0;0;46667;19851;10226;35403;17011;12663;2353;
27.04.2018 15:22:32;61;56;0;0;226533;47212;31402;18206;6188;6321;3562;
27.04.2018 15:22:33;75;51;0;0;6770;9279;20957;33631;16864;8257;2747;
27.04.2018 15:22:34;63;61;0;0;18348;15271;35054;7871;11682;22698;14042;
27.04.2018 15:22:35;61;81;0;0;14021;10346;66041;5732;17060;9288;3731;
27.04.2018 15:22:36;81;84;0;0;44163;4515;20696;11368;16958;7238;10696;
27.04.2018 15:22:37;81;83;0;0;12039;6399;21288;28457;17522;8430;4547;
27.04.2018 15:22:38;69;66;0;0;324610;66373;30078;43039;14949;8045;1588;
27.04.2018 15:22:40;67;47;0;0;67164;11387;16758;8234;14478;6299;3357;
27.04.2018 15:22:41;61;40;0;0;55986;4937;13412;39344;8920;4664;2752;
27.04.2018 15:22:42;51;50;0;0;28382;46294;15822;11470;11435;11005;2157;
27.04.2018 15:22:43;70;60;0;0;49189;24240;8185;16396;11701;5257;3390;
27.04.2018 15:22:44;64;61;0;0;289804;51531;11216;14555;14395;5846;5680;
27.04.2018 15:22:45;54;54;0;0;95918;18313;63138;14327;6280;6668;4074;
27.04.2018 15:22:46;44;47;0;0;61313;11711;7605;21498;11335;12270;5873;
27.04.2018 15:22:47;44;53;0;0;39348;30150;30169;9734;17044;8373;6379;
27.04.2018 15:22:48;53;51;0;0;192044;31418;13161;9568;29391;8376;2886;
27.04.2018 15:22:49;69;51;0;0;24543;28317;25219;29337;21859;12958;2247;
27.04.2018 15:22:50;83;54;0;0;22443;4466;9913;7971;25714;5971;6269;
27.04.2018 15:22:51;80;38;0;0;210834;24856;28126;20971;31749;11097;6376;
27.04.2018 15:22:53;77;48;0;0;14746;4409;2955;1156;1787;512;522;
27.04.2018 15:23:07;60;38;0;0;367263;30187;96410;70121;19139;10465;5757;
27.04.2018 15:23:08;34;50;0;0;133370;104743;15912;19805;6957;6306;3358;
27.04.2018 15:23:09;56;34;0;0;30585;1016;2089;564;2787;1129;541;
27.04.2018 15:23:10;64;41;0;0;48373;19351;27588;13378;14255;6894;2699;
27.04.2018 15:23:11;67;54;0;0;26164;12373;48214;10887;22390;7068;2150;
27.04.2018 15:23:12;69;50;0;0;21939;1655;10694;8968;9871;4264;2524;
27.04.2018 15:23:13;74;66;0;0;35995;13009;14255;12244;7782;16854;3679;
27.04.2018 15:23:15;56;60;0;0;212745;38174;25566;10770;5592;6548;1422;
27.04.2018 15:23:16;53;54;0;0;42076;15498;7576;6185;11842;3061;2217;
27.04.2018 15:23:17;41;47;0;0;282582;50595;14476;14154;8557;8280;7137;
27.04.2018 15:23:18;47;61;0;0;53720;48385;48309;10348;5617;6289;2998;
27.04.2018 15:23:19;54;50;0;0;16029;4470;7510;23265;24315;9212;3926;
27.04.2018 15:23:20;40;47;0;0;139695;32090;5634;10009;5223;5602;8262;
27.04.2018 15:23:21;56;43;0;0;61080;6893;6590;17161;12828;3208;4950;
27.04.2018 15:23:22;67;34;0;0;23444;10226;9075;6830;6563;5088;3848;
27.04.2018 15:23:23;56;50;0;0;18415;26560;5244;10536;11713;7555;1982;
27.04.2018 15:23:24;64;48;0;0;118661;10655;25244;26114;12981;6199;5160;
