DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 10:12:58;40;48;0;0;96065;3702;5362;9763;4191;2752;3740;
27.04.2018 10:12:59;27;23;0;0;73986;3177;9362;2033;3086;601;417;
27.04.2018 10:13:00;23;38;0;0;24839;15628;4927;4817;3363;1068;654;
27.04.2018 10:13:01;41;60;0;0;5958;6172;8612;4461;5333;1760;357;
27.04.2018 10:13:02;48;75;0;0;45913;10765;4918;8220;5718;5392;1626;
27.04.2018 10:13:04;67;90;0;0;41854;15436;41722;25553;25648;3540;5895;
27.04.2018 10:13:05;75;88;0;0;359422;131733;100189;33471;98072;15291;8869;
27.04.2018 10:13:06;74;88;0;0;464092;292638;443181;112852;274710;61084;14417;
27.04.2018 10:13:08;83;77;0;0;20708;635;2803;6873;5138;2840;591;
27.04.2018 10:13:09;69;64;0;0;2200208;421199;116498;135343;203192;127377;67588;
27.04.2018 10:13:10;70;63;0;0;290324;83237;82406;63264;66755;33546;15921;
27.04.2018 10:13:11;74;56;0;0;35436;17990;17744;8938;19037;4909;4190;
27.04.2018 10:13:12;80;69;0;0;28662;9802;10385;15295;19520;6876;464;
27.04.2018 10:13:13;88;84;0;0;39832;38992;10499;5361;14047;5198;3153;
27.04.2018 10:13:14;91;74;0;0;40365;3902;4321;9274;11397;8894;1972;
27.04.2018 10:13:15;93;69;0;0;8020;3858;4395;6442;4616;1757;1059;
27.04.2018 10:13:16;78;67;0;0;52877;5582;10388;6140;6497;1707;1721;
27.04.2018 10:13:17;69;74;0;0;19914;5461;31112;4888;4420;1671;1807;
27.04.2018 10:13:18;54;67;0;0;122684;2431;11280;11829;7226;2995;1242;
27.04.2018 10:13:22;48;54;0;0;8570;314;1618;2298;1555;843;314;
27.04.2018 10:13:30;38;61;0;0;24767;5455;6143;2635;1268;844;278;
27.04.2018 10:13:31;35;37;0;0;317133;31228;29768;59309;21140;8550;4958;
27.04.2018 10:13:34;43;51;0;0;48775;17617;5451;6732;8922;1740;555;
27.04.2018 10:13:35;43;77;0;0;16147;38698;21387;13983;10901;7627;2745;
27.04.2018 10:13:36;57;61;0;0;60094;1788;9200;21747;11698;6954;3509;
27.04.2018 10:13:43;61;83;0;0;32339;19970;25542;14392;6446;3413;1485;
27.04.2018 10:13:44;57;93;0;0;79181;63238;16366;5443;14860;6402;5553;
27.04.2018 10:13:45;50;60;0;0;19467;754;4582;2379;2418;1307;762;
27.04.2018 10:13:46;48;67;0;0;43802;38952;7836;9763;10812;2385;1154;
27.04.2018 10:13:47;57;84;0;0;19617;15793;17220;9039;9269;3621;8554;
27.04.2018 10:13:48;54;84;0;0;142859;50191;8949;5809;11579;8736;2465;
27.04.2018 10:13:51;44;88;0;0;29718;4499;5032;1932;1200;1065;279;
27.04.2018 10:13:52;44;75;0;0;28834;3985;5335;5141;4271;1280;758;
27.04.2018 10:13:53;35;64;0;0;253538;86945;51631;52933;29585;13964;10581;
27.04.2018 10:13:54;44;67;0;0;61904;42319;6602;27968;15250;7473;3430;
27.04.2018 10:13:55;54;74;0;0;43549;14570;9165;3059;7029;1630;1055;
27.04.2018 10:13:56;44;77;0;0;125039;40234;11090;13870;6981;2566;1570;
27.04.2018 10:13:57;50;80;0;0;47813;18508;25910;15066;12194;4091;4688;
27.04.2018 10:13:58;51;80;0;0;114691;32531;35139;14028;32466;8106;3006;
27.04.2018 10:13:59;44;84;0;0;45604;8973;36214;17859;4511;4654;1922;
27.04.2018 10:14:00;56;96;0;0;30452;16110;21924;9447;8236;1999;1236;
27.04.2018 10:14:01;50;96;0;0;188573;76591;52099;18137;19581;5382;2981;
27.04.2018 10:14:05;44;69;0;0;142794;3854;4521;11047;17802;3270;5622;
27.04.2018 10:14:10;53;75;0;0;14324;13890;5518;3822;4020;3610;767;
