DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
19.04.2018 16:58:29;0;0;0;0;17237;9689;2758;1556;521;277;426;
19.04.2018 16:58:29;0;0;0;0;17237;9689;2758;1556;521;277;426;
19.04.2018 16:58:29;0;0;0;0;17237;9689;2758;1556;521;277;426;
19.04.2018 16:58:29;0;0;0;0;17237;9689;2758;1556;521;277;426;
19.04.2018 16:58:31;20;38;0;0;74756;4282;1615;9600;5441;5939;8393;
19.04.2018 16:58:32;24;34;0;0;123410;13511;4473;3636;3522;2022;15680;
19.04.2018 16:58:33;34;53;0;0;16487;14613;4777;3633;2863;1803;2251;
19.04.2018 16:58:34;47;56;0;0;72312;29410;24836;14671;11624;7212;14301;
19.04.2018 16:58:35;44;56;0;0;892450;30132;34317;37929;49625;23981;15667;
19.04.2018 16:58:36;51;66;0;0;46741;12252;17984;12541;4571;2110;6807;
19.04.2018 16:58:37;38;60;0;0;74433;17727;11849;8705;1611;1505;28457;
19.04.2018 16:58:38;38;53;0;0;201575;21263;51328;11605;29922;3320;27333;
19.04.2018 16:58:41;43;61;0;0;93001;9345;7392;11019;9420;1045;17990;
19.04.2018 16:58:42;44;51;0;0;30847;2968;4084;12389;2792;3172;21539;
19.04.2018 16:58:48;53;37;0;0;175963;9778;2875;7186;7299;3878;14536;
19.04.2018 16:58:51;48;44;0;0;139814;38952;110871;32075;15973;9117;15097;
19.04.2018 16:58:52;38;37;0;0;364094;5518;17940;26580;12172;7337;44644;
19.04.2018 16:58:53;38;40;0;0;199843;27078;35077;37973;18195;6217;7485;
19.04.2018 16:58:54;44;41;0;0;7020;436;300;1111;664;232;946;
19.04.2018 16:58:55;47;40;0;0;77673;34922;27031;15508;11011;7215;32800;
19.04.2018 16:58:55;54;67;0;0;25465;41537;16003;20273;6146;4522;26221;
19.04.2018 16:58:57;57;66;0;0;23999;3457;4248;5422;3586;2433;34360;
19.04.2018 16:58:58;61;81;0;0;251946;56937;67001;64299;36978;5022;24386;
19.04.2018 16:58:59;60;78;0;0;1182145;375358;422245;505601;142187;36393;8733;
19.04.2018 16:59:01;56;74;0;0;4111;1142;2104;477;371;219;534;
19.04.2018 16:59:02;56;81;0;0;194719;89137;47879;14664;41981;17535;61753;
19.04.2018 16:59:03;48;74;0;0;244604;39183;13593;15723;11176;16349;93820;
19.04.2018 16:59:03;51;69;0;0;42258;11741;10594;14079;6724;2800;18769;
19.04.2018 16:59:04;48;63;0;0;118252;32625;6898;5217;5526;1033;7525;
19.04.2018 16:59:05;51;57;0;0;35577;22238;1823;17304;12157;4502;56219;
19.04.2018 16:59:06;64;78;0;0;13686;13883;21614;5291;6924;2940;49229;
19.04.2018 16:59:07;66;84;0;0;37275;28489;8656;8700;10413;3517;45218;
19.04.2018 16:59:08;87;90;0;0;18916;12623;8424;10933;12578;1807;39784;
19.04.2018 16:59:09;75;91;0;0;68254;20766;21331;29542;6026;4296;45756;
19.04.2018 16:59:10;74;81;0;0;22816;10537;6828;8634;4693;5519;64006;
19.04.2018 16:59:11;66;66;0;0;142030;16345;7635;30036;10709;3799;43084;
19.04.2018 16:59:12;54;63;0;0;129892;10979;44892;9793;13429;4760;48116;
19.04.2018 16:59:13;64;63;0;0;32643;18647;6044;12875;9133;4179;30475;
19.04.2018 16:59:14;64;63;0;0;36665;20678;7178;10589;8858;5787;48440;
19.04.2018 16:59:15;57;63;0;0;444296;38793;17853;10705;16133;5612;54192;
19.04.2018 16:59:16;56;60;0;0;46222;8917;4107;3555;3098;900;2751;
19.04.2018 16:59:17;37;53;0;0;146489;21131;11521;6305;2885;8774;17983;
19.04.2018 16:59:18;37;56;0;0;37862;17644;22778;5170;9245;3325;16590;
19.04.2018 16:59:19;53;75;0;0;9410;13091;15642;18464;7833;6853;57960;
19.04.2018 16:59:20;53;74;0;0;173607;38185;10944;45121;12128;6248;58325;
