DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 10:18:06;53;67;0;0;85368;4232;1975;2767;3833;2032;670;
27.04.2018 10:18:07;50;63;0;0;28022;9961;14118;10818;6494;6984;2164;
27.04.2018 10:18:08;53;77;0;0;12550;21567;23607;8355;7291;3060;2203;
27.04.2018 10:18:09;69;80;0;0;21377;19429;29645;3196;20498;4387;2354;
27.04.2018 10:18:10;90;91;0;0;37022;6209;4124;5040;11988;3977;1550;
27.04.2018 10:18:11;90;84;0;0;55367;14466;9132;7362;9570;3733;1910;
27.04.2018 10:18:12;78;84;0;0;14569;27027;29794;10585;3289;4534;1726;
27.04.2018 10:18:13;69;90;0;0;10931;24110;27017;10016;9045;2468;1795;
27.04.2018 10:18:14;60;100;0;0;25013;37108;13156;2668;8065;6874;1225;
27.04.2018 10:18:15;60;100;0;0;70781;17106;9678;5995;12956;6531;3005;
27.04.2018 10:18:16;63;74;0;0;171659;4603;9631;21862;10439;7991;1610;
27.04.2018 10:18:17;56;54;0;0;95695;28834;6984;14173;10901;3692;1860;
27.04.2018 10:18:18;56;44;0;0;61556;39730;19366;14820;13925;1842;2261;
