DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
20.04.2018 15:58:55;41;67;0;0;33970;89425;7194;5535;35237;31917;14621;
