DateTime;Attention;Meditation;Raw;Delta;Theta;Alpha1;Alpha2;Beta1;Beta2;Gamma1;Gamma2
27.04.2018 18:35:06;0;0;0;0;548563;40118;26851;73235;23403;4336;22232;
27.04.2018 18:35:08;0;0;0;0;83731;57329;17716;19901;15159;10832;3639;
27.04.2018 18:35:09;0;0;0;0;8178;6761;1267;1312;1726;481;5196;
27.04.2018 18:35:10;47;48;0;0;33091;6029;17632;7380;4389;1965;3320;
27.04.2018 18:35:11;51;48;0;0;52082;7394;8900;5927;4777;1421;3098;
27.04.2018 18:35:12;75;51;0;0;16289;1004;7636;5972;7150;5412;24766;
27.04.2018 18:35:13;97;66;0;0;6831;4145;24389;10582;10368;6609;14956;
27.04.2018 18:35:14;93;81;0;0;4784;26016;16733;8913;3878;2763;17132;
27.04.2018 18:35:16;100;88;0;0;15407;9127;3570;4254;3604;6259;20098;
27.04.2018 18:35:17;67;94;0;0;84264;7135;54002;14450;5696;2340;6147;
27.04.2018 18:35:18;67;77;0;0;3516;206;1026;618;1594;753;195;
27.04.2018 18:35:19;83;57;0;0;236089;68215;73645;54552;83163;12465;6921;
27.04.2018 18:35:20;78;53;0;0;44906;3444;16769;7347;6263;4214;3487;
27.04.2018 18:35:21;100;48;0;0;22790;2684;12576;5058;6352;3843;12728;
27.04.2018 18:35:22;94;56;0;0;115898;36531;34916;12274;37829;8029;14489;
27.04.2018 18:35:23;78;63;0;0;29942;32648;7720;11081;6296;7706;12307;
27.04.2018 18:35:24;69;66;0;0;44514;12311;12317;11504;3634;2909;589;
27.04.2018 18:35:25;47;51;0;0;101920;7606;3726;3323;4431;2033;392;
27.04.2018 18:35:26;35;47;0;0;35196;7760;4439;3581;4310;1101;2270;
27.04.2018 18:35:27;38;26;0;0;64519;6739;2861;11419;7823;4320;6973;
27.04.2018 18:35:28;61;23;0;0;20391;4109;8992;16355;8075;4820;13002;
